sku_code,available_qty,reserved_qty,defective_qty,pending_return_qty,safety_stock,reorder_point,last_updated
NQ-TOP-001-L-WHT,1699,0,0,39,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,1665,0,0,27,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,1688,0,0,22,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,1576,0,0,28,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,3410,0,0,21,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,1651,0,0,24,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,2230,0,0,27,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,1865,0,0,28,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,1975,0,0,20,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,1846,0,0,24,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,2100,0,0,27,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,2008,0,0,29,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,2069,0,0,24,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,1772,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,1747,0,0,22,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,1660,0,0,21,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,1657,0,0,11,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,1588,0,0,23,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,1783,0,0,23,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,1703,0,0,20,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,1609,0,0,8,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,1801,0,0,12,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,1837,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,1530,0,0,6,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,1563,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,1546,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,1602,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,2051,0,0,4,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,1989,0,0,4,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,2072,0,0,8,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,2041,0,0,7,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,2063,0,0,4,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,2097,0,0,2,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,2021,0,0,2,720,1440,2026-08-20T00:00:00
NQ-TOP-002-XS-BLK,689,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-WHT,819,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-GRY,818,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-NVY,816,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-002-S-BLK,805,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-002-S-WHT,794,0,0,7,240,480,2026-08-20T00:00:00
NQ-TOP-002-S-GRY,856,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-002-S-NVY,402,0,0,10,240,480,2026-08-20T00:00:00
NQ-TOP-002-M-BLK,570,0,0,17,240,480,2026-08-20T00:00:00
NQ-TOP-002-M-WHT,602,0,0,10,240,480,2026-08-20T00:00:00
NQ-TOP-002-M-GRY,495,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-002-M-NVY,524,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-002-L-BLK,535,0,0,12,240,480,2026-08-20T00:00:00
NQ-TOP-002-L-WHT,573,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-002-L-GRY,587,0,0,10,240,480,2026-08-20T00:00:00
NQ-TOP-002-L-NVY,538,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-002-XL-BLK,607,0,0,7,240,480,2026-08-20T00:00:00
NQ-TOP-002-XL-WHT,656,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-002-XL-GRY,683,0,0,8,240,480,2026-08-20T00:00:00
NQ-TOP-002-XL-NVY,639,0,0,14,240,480,2026-08-20T00:00:00
NQ-TOP-002-2XL-BLK,585,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-002-2XL-WHT,510,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-002-2XL-GRY,654,0,0,6,240,480,2026-08-20T00:00:00
NQ-TOP-002-2XL-NVY,566,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-002-3XL-BLK,566,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-002-3XL-WHT,552,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-002-3XL-GRY,656,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-3XL-NVY,512,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-4XL-BLK,690,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-4XL-WHT,721,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-4XL-GRY,683,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-002-4XL-NVY,697,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-003-XS-BLK,772,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-003-XS-WHT,824,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-003-XS-GRY,763,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-003-XS-NVY,779,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-003-S-BLK,808,0,0,10,240,480,2026-08-20T00:00:00
NQ-TOP-003-S-WHT,802,0,0,7,240,480,2026-08-20T00:00:00
NQ-TOP-003-S-GRY,833,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-003-S-NVY,943,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-M-BLK,521,0,0,10,240,480,2026-08-20T00:00:00
NQ-TOP-003-M-WHT,1143,0,0,7,240,480,2026-08-20T00:00:00
NQ-TOP-003-M-GRY,552,0,0,12,240,480,2026-08-20T00:00:00
NQ-TOP-003-M-NVY,574,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-003-L-BLK,1175,0,0,5,240,480,2026-08-20T00:00:00
NQ-TOP-003-L-WHT,572,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-L-GRY,512,0,0,11,240,480,2026-08-20T00:00:00
NQ-TOP-003-L-NVY,587,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-XL-BLK,663,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-XL-WHT,467,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-003-XL-GRY,686,0,0,8,240,480,2026-08-20T00:00:00
NQ-TOP-003-XL-NVY,647,0,0,11,240,480,2026-08-20T00:00:00
NQ-TOP-003-2XL-BLK,565,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-003-2XL-WHT,533,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-2XL-GRY,560,0,0,9,240,480,2026-08-20T00:00:00
NQ-TOP-003-2XL-NVY,515,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-003-3XL-BLK,544,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-003-3XL-WHT,489,0,0,3,240,480,2026-08-20T00:00:00
NQ-TOP-003-3XL-GRY,614,0,0,5,240,480,2026-08-20T00:00:00
NQ-TOP-003-3XL-NVY,531,0,0,0,240,480,2026-08-20T00:00:00
NQ-TOP-003-4XL-BLK,687,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-003-4XL-WHT,643,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-003-4XL-GRY,622,0,0,2,240,480,2026-08-20T00:00:00
NQ-TOP-003-4XL-NVY,658,0,0,1,240,480,2026-08-20T00:00:00
NQ-TOP-004-XS-BLK,190,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-XS-WHT,252,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-XS-GRY,200,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-XS-NVY,231,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-S-BLK,167,0,0,5,72,144,2026-08-20T00:00:00
NQ-TOP-004-S-WHT,116,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-S-GRY,221,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-S-NVY,28,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-004-M-BLK,167,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-M-WHT,84,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-M-GRY,159,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-M-NVY,173,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-L-BLK,104,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-L-WHT,157,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-L-GRY,309,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-L-NVY,99,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-004-XL-BLK,186,0,0,3,72,144,2026-08-20T00:00:00
NQ-TOP-004-XL-WHT,112,0,0,3,72,144,2026-08-20T00:00:00
NQ-TOP-004-XL-GRY,74,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-004-XL-NVY,170,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-2XL-BLK,237,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-2XL-WHT,114,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-2XL-GRY,219,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-2XL-NVY,186,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-004-3XL-BLK,183,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-3XL-WHT,144,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-3XL-GRY,150,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-3XL-NVY,145,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-4XL-BLK,116,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-4XL-WHT,182,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-004-4XL-GRY,189,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-004-4XL-NVY,198,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-005-XS-BLK,167,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-XS-WHT,203,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-XS-GRY,219,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-XS-NVY,209,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-S-BLK,225,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-S-WHT,257,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-005-S-GRY,271,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-S-NVY,234,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-M-BLK,173,0,0,5,72,144,2026-08-20T00:00:00
NQ-TOP-005-M-WHT,160,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-005-M-GRY,181,0,0,6,72,144,2026-08-20T00:00:00
NQ-TOP-005-M-NVY,118,0,0,3,72,144,2026-08-20T00:00:00
NQ-TOP-005-L-BLK,178,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-005-L-WHT,168,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-005-L-GRY,136,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-L-NVY,144,0,0,5,72,144,2026-08-20T00:00:00
NQ-TOP-005-XL-BLK,184,0,0,5,72,144,2026-08-20T00:00:00
NQ-TOP-005-XL-WHT,221,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-005-XL-GRY,232,0,0,3,72,144,2026-08-20T00:00:00
NQ-TOP-005-XL-NVY,174,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-005-2XL-BLK,227,0,0,4,72,144,2026-08-20T00:00:00
NQ-TOP-005-2XL-WHT,129,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-2XL-GRY,176,0,0,2,72,144,2026-08-20T00:00:00
NQ-TOP-005-2XL-NVY,138,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-3XL-BLK,169,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-3XL-WHT,133,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-3XL-GRY,132,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-3XL-NVY,132,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-4XL-BLK,210,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-4XL-WHT,223,0,0,1,72,144,2026-08-20T00:00:00
NQ-TOP-005-4XL-GRY,212,0,0,0,72,144,2026-08-20T00:00:00
NQ-TOP-005-4XL-NVY,179,0,0,0,72,144,2026-08-20T00:00:00
NQ-PNT-001-XS-BLK,1662,0,0,5,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XS-GRY,1590,0,0,8,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XS-BEG,1651,0,0,6,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XS-KHK,1594,0,0,5,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XS-NVY,1653,0,0,9,613,1227,2026-08-20T00:00:00
NQ-PNT-001-S-BLK,2425,0,0,21,613,1227,2026-08-20T00:00:00
NQ-PNT-001-S-GRY,2037,0,0,26,613,1227,2026-08-20T00:00:00
NQ-PNT-001-S-BEG,2387,0,0,27,613,1227,2026-08-20T00:00:00
NQ-PNT-001-S-KHK,2410,0,0,29,613,1227,2026-08-20T00:00:00
NQ-PNT-001-S-NVY,2329,0,0,24,613,1227,2026-08-20T00:00:00
NQ-PNT-001-M-BLK,2863,0,0,22,613,1227,2026-08-20T00:00:00
NQ-PNT-001-M-GRY,2094,0,0,24,613,1227,2026-08-20T00:00:00
NQ-PNT-001-M-BEG,2054,0,0,31,613,1227,2026-08-20T00:00:00
NQ-PNT-001-M-KHK,3133,0,0,16,613,1227,2026-08-20T00:00:00
NQ-PNT-001-M-NVY,2990,0,0,14,613,1227,2026-08-20T00:00:00
NQ-PNT-001-L-BLK,2876,0,0,31,613,1227,2026-08-20T00:00:00
NQ-PNT-001-L-GRY,3090,0,0,11,613,1227,2026-08-20T00:00:00
NQ-PNT-001-L-BEG,2008,0,0,21,613,1227,2026-08-20T00:00:00
NQ-PNT-001-L-KHK,2784,0,0,28,613,1227,2026-08-20T00:00:00
NQ-PNT-001-L-NVY,1871,0,0,36,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XL-BLK,2083,0,0,25,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XL-GRY,2198,0,0,34,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XL-BEG,1817,0,0,22,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XL-KHK,2015,0,0,29,613,1227,2026-08-20T00:00:00
NQ-PNT-001-XL-NVY,1946,0,0,24,613,1227,2026-08-20T00:00:00
NQ-PNT-001-2XL-BLK,1408,0,0,17,613,1227,2026-08-20T00:00:00
NQ-PNT-001-2XL-GRY,1486,0,0,20,613,1227,2026-08-20T00:00:00
NQ-PNT-001-2XL-BEG,1543,0,0,17,613,1227,2026-08-20T00:00:00
NQ-PNT-001-2XL-KHK,2962,0,0,13,613,1227,2026-08-20T00:00:00
NQ-PNT-001-2XL-NVY,1454,0,0,17,613,1227,2026-08-20T00:00:00
NQ-PNT-001-3XL-BLK,2578,0,0,12,613,1227,2026-08-20T00:00:00
NQ-PNT-001-3XL-GRY,2627,0,0,5,613,1227,2026-08-20T00:00:00
NQ-PNT-001-3XL-BEG,2674,0,0,10,613,1227,2026-08-20T00:00:00
NQ-PNT-001-3XL-KHK,2836,0,0,6,613,1227,2026-08-20T00:00:00
NQ-PNT-001-3XL-NVY,2670,0,0,10,613,1227,2026-08-20T00:00:00
NQ-PNT-001-4XL-BLK,2479,0,0,2,613,1227,2026-08-20T00:00:00
NQ-PNT-001-4XL-GRY,2398,0,0,8,613,1227,2026-08-20T00:00:00
NQ-PNT-001-4XL-BEG,2352,0,0,10,613,1227,2026-08-20T00:00:00
NQ-PNT-001-4XL-KHK,2448,0,0,3,613,1227,2026-08-20T00:00:00
NQ-PNT-001-4XL-NVY,2388,0,0,5,613,1227,2026-08-20T00:00:00
NQ-PNT-002-XS-BLK,558,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-002-XS-GRY,539,0,0,4,204,409,2026-08-20T00:00:00
NQ-PNT-002-XS-BEG,512,0,0,4,204,409,2026-08-20T00:00:00
NQ-PNT-002-S-BLK,762,0,0,13,204,409,2026-08-20T00:00:00
NQ-PNT-002-S-GRY,715,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-002-S-BEG,803,0,0,11,204,409,2026-08-20T00:00:00
NQ-PNT-002-M-BLK,1103,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-002-M-GRY,948,0,0,9,204,409,2026-08-20T00:00:00
NQ-PNT-002-M-BEG,597,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-002-L-BLK,625,0,0,9,204,409,2026-08-20T00:00:00
NQ-PNT-002-L-GRY,1086,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-002-L-BEG,932,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-002-XL-BLK,718,0,0,12,204,409,2026-08-20T00:00:00
NQ-PNT-002-XL-GRY,588,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-002-XL-BEG,653,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-002-2XL-BLK,518,0,0,7,204,409,2026-08-20T00:00:00
NQ-PNT-002-2XL-GRY,445,0,0,6,204,409,2026-08-20T00:00:00
NQ-PNT-002-2XL-BEG,491,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-002-3XL-BLK,834,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-002-3XL-GRY,845,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-002-3XL-BEG,878,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-002-4XL-BLK,804,0,0,0,204,409,2026-08-20T00:00:00
NQ-PNT-002-4XL-GRY,796,0,0,1,204,409,2026-08-20T00:00:00
NQ-PNT-002-4XL-BEG,805,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-003-XS-BLK,546,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-003-XS-GRY,544,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-003-XS-BEG,507,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-003-S-BLK,804,0,0,7,204,409,2026-08-20T00:00:00
NQ-PNT-003-S-GRY,801,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-003-S-BEG,707,0,0,7,204,409,2026-08-20T00:00:00
NQ-PNT-003-M-BLK,857,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-003-M-GRY,671,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-003-M-BEG,620,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-003-L-BLK,650,0,0,14,204,409,2026-08-20T00:00:00
NQ-PNT-003-L-GRY,881,0,0,4,204,409,2026-08-20T00:00:00
NQ-PNT-003-L-BEG,578,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-003-XL-BLK,874,0,0,11,204,409,2026-08-20T00:00:00
NQ-PNT-003-XL-GRY,562,0,0,10,204,409,2026-08-20T00:00:00
NQ-PNT-003-XL-BEG,807,0,0,7,204,409,2026-08-20T00:00:00
NQ-PNT-003-2XL-BLK,497,0,0,6,204,409,2026-08-20T00:00:00
NQ-PNT-003-2XL-GRY,955,0,0,8,204,409,2026-08-20T00:00:00
NQ-PNT-003-2XL-BEG,548,0,0,10,204,409,2026-08-20T00:00:00
NQ-PNT-003-3XL-BLK,909,0,0,5,204,409,2026-08-20T00:00:00
NQ-PNT-003-3XL-GRY,874,0,0,4,204,409,2026-08-20T00:00:00
NQ-PNT-003-3XL-BEG,872,0,0,2,204,409,2026-08-20T00:00:00
NQ-PNT-003-4XL-BLK,826,0,0,0,204,409,2026-08-20T00:00:00
NQ-PNT-003-4XL-GRY,706,0,0,3,204,409,2026-08-20T00:00:00
NQ-PNT-003-4XL-BEG,796,0,0,4,204,409,2026-08-20T00:00:00
NQ-PNT-004-XS-BLK,116,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-XS-GRY,256,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-XS-BEG,224,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-S-BLK,253,0,0,3,61,122,2026-08-20T00:00:00
NQ-PNT-004-S-GRY,278,0,0,2,61,122,2026-08-20T00:00:00
NQ-PNT-004-S-BEG,167,0,0,4,61,122,2026-08-20T00:00:00
NQ-PNT-004-M-BLK,153,0,0,4,61,122,2026-08-20T00:00:00
NQ-PNT-004-M-GRY,291,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-M-BEG,155,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-L-BLK,281,0,0,3,61,122,2026-08-20T00:00:00
NQ-PNT-004-L-GRY,195,0,0,2,61,122,2026-08-20T00:00:00
NQ-PNT-004-L-BEG,111,0,0,4,61,122,2026-08-20T00:00:00
NQ-PNT-004-XL-BLK,203,0,0,2,61,122,2026-08-20T00:00:00
NQ-PNT-004-XL-GRY,120,0,0,4,61,122,2026-08-20T00:00:00
NQ-PNT-004-XL-BEG,227,0,0,4,61,122,2026-08-20T00:00:00
NQ-PNT-004-2XL-BLK,242,0,0,3,61,122,2026-08-20T00:00:00
NQ-PNT-004-2XL-GRY,297,0,0,3,61,122,2026-08-20T00:00:00
NQ-PNT-004-2XL-BEG,141,0,0,2,61,122,2026-08-20T00:00:00
NQ-PNT-004-3XL-BLK,248,0,0,1,61,122,2026-08-20T00:00:00
NQ-PNT-004-3XL-GRY,253,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-3XL-BEG,214,0,0,2,61,122,2026-08-20T00:00:00
NQ-PNT-004-4XL-BLK,178,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-4XL-GRY,147,0,0,0,61,122,2026-08-20T00:00:00
NQ-PNT-004-4XL-BEG,206,0,0,1,61,122,2026-08-20T00:00:00
NQ-CLR-WRM-001-S-CRM,948,0,0,5,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-S-ASH,934,0,0,4,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-S-IVR,951,0,0,8,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-M-CRM,956,0,0,3,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-M-ASH,2282,0,0,1,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-M-IVR,997,0,0,2,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-L-CRM,926,0,0,16,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-L-ASH,1028,0,0,10,548,1097,2026-08-20T00:00:00
NQ-CLR-WRM-001-L-IVR,897,0,0,6,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-S-CRM,963,0,0,1,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-S-ASH,1012,0,0,0,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-S-IVR,1000,0,0,2,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-M-CRM,987,0,0,3,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-M-ASH,953,0,0,8,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-M-IVR,1808,0,0,1,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-L-CRM,1001,0,0,11,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-L-ASH,1002,0,0,16,548,1097,2026-08-20T00:00:00
NQ-CLR-COOL-002-L-IVR,917,0,0,5,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-S-CRM,1068,0,0,9,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-S-ASH,1005,0,0,3,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-S-IVR,986,0,0,7,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-M-CRM,1025,0,0,6,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-M-ASH,2190,0,0,0,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-M-IVR,1009,0,0,4,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-L-CRM,941,0,0,6,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-L-ASH,924,0,0,10,548,1097,2026-08-20T00:00:00
NQ-CLR-MUT-003-L-IVR,933,0,0,8,548,1097,2026-08-20T00:00:00
