return_id,order_id,sku_code,reason_code,status,request_date,resolution
RET-000163435,ORD-000712523,NQ-PNT-001-M-KHK,R01,완료,2026-03-11,교환
RET-000109820,ORD-000482493,NQ-TOP-002-M-WHT,R01,완료,2025-11-25,교환
RET-000217509,ORD-000958415,NQ-OUT-001-S-NVY,R01,완료,2026-06-04,교환
RET-000107929,ORD-000474583,NQ-PNT-001-L-KHK,R05,완료,2025-11-08,교환
RET-000152056,ORD-000667120,NQ-PNT-003-L-BEG,R03,완료,2026-02-11,환불
RET-000033493,ORD-000152375,NQ-PNT-001-XL-BEG,R01,완료,2025-02-24,환불
RET-000057840,ORD-000256231,NQ-CLR-WRM-001-S-ASH,R01,완료,2025-05-22,교환
RET-000220723,ORD-000973067,NQ-PNT-004-L-BEG,R01,완료,2026-06-16,환불
RET-000032577,ORD-000148377,NQ-TOP-003-S-NVY,R03,완료,2025-02-18,환불
RET-000031444,ORD-000143173,NQ-PNT-001-L-KHK,R02,완료,2025-01-26,환불
RET-000064535,ORD-000286471,NQ-OUT-001-S-BEG,R03,완료,2025-06-27,환불
RET-000121666,ORD-000536040,TRD-TOP-01-NAT-003-S-IVR,R01,완료,2025-12-11,교환
RET-000052466,ORD-000233017,NQ-TOP-001-2XL-GRY,R03,완료,2025-05-13,교환
RET-000167241,ORD-000730203,NQ-PNT-001-3XL-KHK,R01,완료,2026-03-23,교환
RET-000237574,ORD-001046970,NQ-PNT-001-2XL-BLK,R05,완료,2026-07-15,교환
RET-000143425,ORD-000625919,NQ-CLR-WRM-001-M-ASH,R03,완료,2026-01-27,교환
RET-000029577,ORD-000134474,NQ-CLR-WRM-004-L-IVR,R02,완료,2025-01-19,환불
RET-000267984,ORD-001203916,NQ-TOP-001-4XL-NVY,R04,완료,2026-08-15,환불
RET-000154776,ORD-000677979,NQ-TOP-001-XL-NVY,R04,완료,2026-02-23,환불
RET-000021660,ORD-000099549,NQ-TOP-002-4XL-BLK,R04,완료,2024-11-28,환불
RET-000070758,ORD-000313156,NQ-OUT-001-S-GRY,R01,완료,2025-07-18,교환
RET-000056464,ORD-000250347,NQ-TOP-003-S-NVY,R01,완료,2025-05-28,교환
RET-000137216,ORD-000598345,NQ-PNT-001-L-NVY,R01,완료,2026-01-10,교환
RET-000225831,ORD-000996355,NQ-DRS-002-M-IVR,R01,완료,2026-06-11,교환
RET-000117518,ORD-000516968,NQ-CLR-MUT-003-L-ASH,R03,완료,2025-12-14,교환
RET-000000740,ORD-000003429,NQ-PNT-001-L-KHK,R01,완료,2024-03-15,환불
RET-000182032,ORD-000799260,NQ-CLR-MUT-006-L-IVR,R03,완료,2026-03-21,교환
RET-000066816,ORD-000296810,NQ-TOP-001-M-WHT,R02,완료,2025-07-02,환불
RET-000001639,ORD-000007534,NQ-TOP-001-M-LYL,R01,완료,2024-03-26,교환
RET-000230455,ORD-001016272,NQ-OUT-001-S-NVY,R01,완료,2026-06-18,교환
RET-000253862,ORD-001121195,NQ-CLR-WRM-001-L-ASH,R01,완료,2026-08-07,교환
RET-000173506,ORD-000759252,NQ-TOP-001-XL-GRY,R02,완료,2026-03-15,교환
RET-000101284,ORD-000446488,TRD-OUT-02-NAT-003-S-GRN,R01,완료,2025-10-17,환불
RET-000263951,ORD-001172566,NQ-TOP-001-XS-NVY,R02,완료,2026-08-07,환불
RET-000207181,ORD-000910696,NQ-PNT-001-XL-NVY,R01,완료,2026-05-24,교환
RET-000050658,ORD-000225109,NQ-TOP-001-2XL-NVY,R01,완료,2025-05-04,교환
RET-000253050,ORD-001117653,NQ-PNT-001-4XL-BLK,R01,완료,2026-07-31,환불
RET-000031592,ORD-000143945,NQ-TOP-002-S-BLK,R03,완료,2025-02-07,환불
RET-000056853,ORD-000252029,NQ-PNT-001-L-BLK,R01,완료,2025-05-25,교환
RET-000012126,ORD-000056740,NQ-TOP-001-XL-SKB,R02,완료,2024-08-25,교환
RET-000186001,ORD-000818296,NQ-TOP-003-2XL-NVY,R03,완료,2026-04-04,환불
RET-000071772,ORD-000317788,NQ-CLR-WRM-004-S-IVR,R03,완료,2025-07-18,환불
RET-000030408,ORD-000138337,NQ-PNT-001-L-BEG,R01,완료,2025-01-15,교환
RET-000216595,ORD-000954328,NQ-TOP-001-M-NVY,R02,완료,2026-05-31,교환
RET-000102977,ORD-000453624,NQ-OUT-002-M-NVY,R01,완료,2025-10-22,환불
RET-000232965,ORD-001027025,NQ-OUT-001-L-BLK,R01,완료,2026-07-03,환불
RET-000104475,ORD-000460173,NQ-TOP-003-4XL-GRY,R01,완료,2025-10-30,환불
RET-000163065,ORD-000710745,NQ-TOP-001-XL-GRY,R03,완료,2026-03-19,교환
RET-000182057,ORD-000799378,NQ-TOP-001-M-ORC,R02,완료,2026-03-28,교환
RET-000132186,ORD-000578379,NQ-OUT-002-L-BLK,R03,완료,2026-01-06,교환
RET-000062811,ORD-000278992,NQ-TOP-001-L-WHT,R03,완료,2025-06-20,교환
RET-000126375,ORD-000555893,NQ-TOP-001-XL-GRY,R02,완료,2025-12-25,환불
RET-000240899,ORD-001062269,NQ-PNT-001-L-BEG,R01,완료,2026-07-13,교환
RET-000261278,ORD-001156563,NQ-OUT-001-M-NVY,R03,완료,2026-08-11,환불
RET-000059982,ORD-000265950,NQ-TOP-001-L-SKB,R03,완료,2025-06-18,교환
RET-000126925,ORD-000558045,NQ-TOP-001-L-WHT,R02,완료,2025-12-22,환불
RET-000110384,ORD-000484857,NQ-CLR-WRM-001-M-IVR,R01,완료,2025-11-28,교환
RET-000188163,ORD-000827701,NQ-OUT-001-S-GRY,R01,완료,2026-04-05,환불
RET-000106795,ORD-000469733,TRD-OUT-02-STR-001-L-BEG,R01,완료,2025-11-02,교환
RET-000236387,ORD-001041857,NQ-DRS-001-L-IVR,R01,완료,2026-07-09,환불
RET-000265389,ORD-001182261,NQ-TOP-004-2XL-NVY,R01,완료,2026-08-12,교환
RET-000110178,ORD-000484036,NQ-TOP-001-M-GRY,R03,완료,2025-11-29,환불
RET-000150421,ORD-000660691,NQ-PNT-001-4XL-KHK,R03,완료,2026-01-28,교환
RET-000097967,ORD-000432088,NQ-CLR-MUT-003-L-ASH,R01,완료,2025-10-10,환불
RET-000060094,ORD-000266478,NQ-TOP-001-S-ORC,R01,완료,2025-06-12,교환
RET-000096719,ORD-000426386,NQ-PNT-002-S-BLK,R01,완료,2025-10-05,환불
RET-000174607,ORD-000764424,NQ-PNT-002-M-BLK,R03,완료,2026-03-16,환불
RET-000103279,ORD-000455004,NQ-TOP-001-XL-SKB,R01,완료,2025-10-24,교환
RET-000260039,ORD-001150191,NQ-PNT-002-XL-BEG,R03,완료,2026-08-14,환불
RET-000089300,ORD-000393903,NQ-CLR-MUT-006-S-CRM,R01,완료,2025-09-11,교환
RET-000009377,ORD-000044028,NQ-CLR-MUT-006-L-IVR,R03,완료,2024-07-29,교환
RET-000132073,ORD-000577893,NQ-TOP-001-M-WHT,R01,완료,2026-01-02,교환
RET-000078291,ORD-000347717,NQ-PNT-001-4XL-NVY,R05,완료,2025-08-17,교환
RET-000015869,ORD-000073332,NQ-PNT-003-3XL-GRY,R03,완료,2024-10-02,교환
RET-000092698,ORD-000408403,NQ-CLR-MUT-003-L-IVR,R03,완료,2025-09-22,환불
RET-000122925,ORD-000541538,NQ-TOP-002-L-NVY,R01,완료,2025-12-13,교환
RET-000181757,ORD-000797940,NQ-CLR-MUT-003-S-IVR,R04,완료,2026-04-01,교환
RET-000235316,ORD-001037405,NQ-TOP-002-XS-GRY,R04,완료,2026-06-26,교환
RET-000208157,ORD-000915393,NQ-TOP-003-2XL-GRY,R03,완료,2026-05-12,교환
RET-000215104,ORD-000947471,NQ-TOP-001-L-BLK,R01,완료,2026-05-29,교환
RET-000079140,ORD-000351511,NQ-TOP-003-M-WHT,R01,완료,2025-08-21,교환
RET-000244385,ORD-001078470,NQ-TOP-003-XL-WHT,R01,완료,2026-07-19,환불
RET-000223169,ORD-000984300,NQ-DRS-001-L-BLK,R03,완료,2026-06-20,교환
RET-000075428,ORD-000334617,NQ-PNT-001-M-NVY,R01,완료,2025-08-16,환불
RET-000072494,ORD-000321287,NQ-TOP-003-M-WHT,R02,완료,2025-08-07,교환
RET-000198778,ORD-000872991,NQ-TOP-003-XL-BLK,R01,완료,2026-05-01,교환
RET-000014584,ORD-000067342,TRD-CLR-01-COOL-002-M-ASH,R01,완료,2024-09-11,환불
RET-000201644,ORD-000884853,NQ-OUT-001-S-BLK,R01,완료,2026-04-28,교환
RET-000075683,ORD-000335762,NQ-PNT-002-L-BEG,R03,완료,2025-08-02,교환
RET-000107431,ORD-000472548,NQ-PNT-001-XS-KHK,R01,완료,2025-11-17,환불
RET-000117909,ORD-000518753,NQ-PNT-001-XS-BEG,R01,완료,2025-12-15,환불
RET-000128094,ORD-000562539,NQ-OUT-001-S-NVY,R02,완료,2025-12-28,교환
RET-000197433,ORD-000867345,NQ-PNT-001-XS-NVY,R01,완료,2026-04-26,교환
RET-000250829,ORD-001107700,NQ-CLR-MUT-003-M-CRM,R01,완료,2026-08-02,교환
RET-000100052,ORD-000441134,NQ-PNT-001-XL-GRY,R01,완료,2025-10-29,환불
RET-000017857,ORD-000082410,NQ-PNT-001-M-NVY,R01,완료,2024-10-18,환불
RET-000126839,ORD-000557706,NQ-OUT-002-M-BEG,R04,완료,2025-12-13,환불
RET-000267066,ORD-001195329,NQ-OUT-001-S-BLK,R01,완료,2026-08-15,환불
RET-000132766,ORD-000580825,NQ-TOP-005-L-WHT,R01,완료,2026-01-02,교환
RET-000240865,ORD-001062104,NQ-PNT-003-M-BLK,R01,완료,2026-07-08,교환
RET-000118871,ORD-000523367,NQ-CLR-WRM-004-L-CRM,R01,완료,2025-12-13,교환
RET-000269368,ORD-001219386,NQ-TOP-003-S-GRY,R04,검수중,2026-08-18,
RET-000156091,ORD-000683080,NQ-PNT-001-L-BLK,R01,완료,2026-02-15,교환
RET-000176077,ORD-000771346,NQ-CLR-WRM-001-S-IVR,R01,완료,2026-03-25,교환
RET-000245497,ORD-001083591,NQ-TOP-003-L-BLK,R01,완료,2026-07-16,환불
RET-000218339,ORD-000962188,NQ-TOP-001-3XL-GRY,R02,완료,2026-06-04,교환
RET-000112628,ORD-000494752,NQ-TOP-002-2XL-WHT,R01,완료,2025-11-28,환불
RET-000255180,ORD-001127123,NQ-TOP-001-L-BLK,R03,완료,2026-07-31,교환
RET-000066976,ORD-000297479,NQ-TOP-003-S-WHT,R02,완료,2025-07-10,교환
RET-000087720,ORD-000387744,NQ-TOP-003-S-GRY,R04,완료,2025-09-18,교환
RET-000017045,ORD-000078669,NQ-PNT-001-2XL-GRY,R02,완료,2024-10-07,교환
RET-000068065,ORD-000302015,NQ-OUT-002-L-BLK,R01,완료,2025-07-20,교환
RET-000199443,ORD-000875726,NQ-PNT-001-S-NVY,R01,완료,2026-05-10,교환
RET-000019799,ORD-000091291,NQ-TOP-002-M-GRY,R01,완료,2024-11-06,교환
RET-000269765,ORD-001224260,NQ-OUT-001-L-BEG,R01,완료,2026-08-15,환불
RET-000240070,ORD-001058396,NQ-TOP-002-M-BLK,R02,완료,2026-07-24,교환
RET-000154741,ORD-000677864,NQ-PNT-001-M-BLK,R02,완료,2026-02-25,환불
RET-000156044,ORD-000682914,NQ-PNT-002-L-GRY,R01,완료,2026-02-12,환불
RET-000164145,ORD-000715843,NQ-PNT-003-M-BLK,R01,완료,2026-03-23,교환
RET-000138580,ORD-000604437,NQ-PNT-001-S-KHK,R02,완료,2026-01-10,교환
RET-000200988,ORD-000882158,NQ-ACC-PCH-005-FREE-BLK,R01,완료,2026-05-05,교환
RET-000149641,ORD-000657442,NQ-TOP-004-2XL-WHT,R03,완료,2026-02-01,교환
RET-000141393,ORD-000616359,NQ-PNT-001-XL-BEG,R03,완료,2026-01-15,교환
RET-000136239,ORD-000594523,NQ-PNT-002-XL-BLK,R02,완료,2026-01-02,교환
RET-000204866,ORD-000899367,NQ-TOP-001-S-SKB,R04,완료,2026-05-13,환불
RET-000183859,ORD-000807967,NQ-PNT-001-2XL-BEG,R03,완료,2026-04-04,교환
RET-000209729,ORD-000922733,NQ-OUT-001-M-GRY,R04,완료,2026-05-20,교환
RET-000260415,ORD-001152058,NQ-OUT-001-M-BLK,R01,완료,2026-08-06,교환
RET-000207622,ORD-000912776,NQ-OUT-001-L-NVY,R03,완료,2026-05-26,환불
RET-000234677,ORD-001034533,NQ-ACC-BAG-001-FREE-BRN,R01,완료,2026-07-07,환불
RET-000026334,ORD-000120475,NQ-TOP-001-L-WHT,R01,완료,2024-12-24,교환
RET-000014745,ORD-000068062,NQ-TOP-001-M-SKB,R01,완료,2024-09-23,교환
RET-000009748,ORD-000045666,NQ-TOP-001-L-SKB,R02,완료,2024-08-01,교환
RET-000122830,ORD-000541125,NQ-TOP-001-S-ORC,R03,완료,2025-12-20,교환
RET-000234032,ORD-001031704,NQ-PNT-001-L-KHK,R03,완료,2026-07-13,교환
RET-000169681,ORD-000741392,NQ-TOP-001-2XL-BLK,R02,완료,2026-03-28,교환
RET-000031282,ORD-000142381,NQ-CLR-MUT-003-S-ASH,R01,완료,2025-02-02,교환
RET-000076068,ORD-000337462,NQ-TOP-002-L-NVY,R03,완료,2025-08-17,교환
RET-000145378,ORD-000636305,NQ-CLR-MUT-003-S-ASH,R01,완료,2026-01-29,교환
RET-000151516,ORD-000665081,NQ-OUT-001-S-BLK,R02,완료,2026-02-18,교환
RET-000074970,ORD-000332555,NQ-PNT-001-M-NVY,R01,완료,2025-08-04,환불
RET-000207320,ORD-000911322,NQ-CLR-MUT-006-L-ASH,R01,완료,2026-05-25,교환
RET-000089674,ORD-000395424,NQ-PNT-001-XS-BLK,R01,완료,2025-09-12,교환
RET-000048762,ORD-000216989,NQ-PNT-002-S-BEG,R03,완료,2025-04-13,환불
RET-000134763,ORD-000588684,NQ-TOP-003-M-WHT,R01,완료,2026-01-09,교환
RET-000154486,ORD-000676723,NQ-OUT-001-S-BEG,R04,완료,2026-02-10,환불
RET-000023152,ORD-000106628,NQ-PNT-001-L-GRY,R01,완료,2024-12-11,교환
RET-000164372,ORD-000716907,NQ-PNT-001-L-GRY,R01,완료,2026-03-16,환불
RET-000107313,ORD-000472000,NQ-TOP-003-L-NVY,R01,완료,2025-11-15,환불
RET-000109717,ORD-000481970,NQ-OUT-001-M-NVY,R05,완료,2025-11-10,교환
RET-000184026,ORD-000808721,NQ-TOP-001-XL-LYL,R03,완료,2026-03-25,교환
RET-000093814,ORD-000413306,NQ-TOP-004-4XL-GRY,R01,완료,2025-10-08,교환
RET-000264465,ORD-001175733,NQ-PNT-001-S-GRY,R03,완료,2026-08-16,교환
RET-000115484,ORD-000507611,NQ-TOP-005-M-WHT,R02,완료,2025-12-11,교환
RET-000150692,ORD-000661892,NQ-OUT-001-L-NVY,R03,완료,2026-02-02,교환
RET-000029347,ORD-000133382,NQ-TOP-001-2XL-WHT,R01,완료,2025-01-14,교환
RET-000037510,ORD-000169444,NQ-PNT-003-4XL-BLK,R03,완료,2025-03-21,교환
RET-000225988,ORD-000997039,NQ-TOP-003-XL-GRY,R01,완료,2026-06-25,환불
RET-000265197,ORD-001180868,NQ-PNT-001-S-BEG,R01,완료,2026-08-08,교환
RET-000105655,ORD-000464983,TRD-TOP-01-NAT-003-S-BLK,R02,완료,2025-11-10,환불
RET-000011169,ORD-000052108,NQ-TOP-002-XL-NVY,R01,완료,2024-08-03,환불
RET-000150388,ORD-000660559,NQ-TOP-001-L-WHT,R02,완료,2026-01-27,교환
RET-000255704,ORD-001129467,NQ-DRS-001-M-IVR,R05,완료,2026-08-16,교환
RET-000236428,ORD-001042007,NQ-OUT-003-S-GRY,R04,완료,2026-07-07,환불
RET-000113185,ORD-000497321,NQ-TOP-001-L-NVY,R04,완료,2025-11-25,교환
RET-000237560,ORD-001046920,NQ-PNT-001-M-GRY,R02,완료,2026-07-19,교환
RET-000083216,ORD-000369787,NQ-PNT-003-2XL-BLK,R01,완료,2025-09-03,환불
RET-000265286,ORD-001181526,NQ-TOP-002-2XL-BLK,R01,완료,2026-08-08,환불
RET-000170077,ORD-000743209,NQ-DRS-001-L-BLK,R01,완료,2026-03-14,교환
RET-000083635,ORD-000371426,NQ-TOP-001-L-WHT,R01,완료,2025-08-27,교환
RET-000069722,ORD-000308835,NQ-TOP-003-XL-BLK,R05,완료,2025-07-05,교환
RET-000129630,ORD-000568455,NQ-TOP-003-2XL-BLK,R01,완료,2026-01-02,교환
RET-000041392,ORD-000185493,NQ-OUT-002-L-NVY,R04,완료,2025-04-04,환불
RET-000075560,ORD-000335285,NQ-CLR-WRM-001-M-ASH,R01,완료,2025-08-19,환불
RET-000221378,ORD-000975920,NQ-TOP-002-2XL-BLK,R01,완료,2026-06-01,환불
RET-000087706,ORD-000387688,NQ-OUT-001-S-BLK,R02,완료,2025-09-03,교환
RET-000041590,ORD-000186496,NQ-OUT-001-L-BEG,R01,완료,2025-04-01,교환
RET-000086554,ORD-000383143,NQ-OUT-001-L-NVY,R01,완료,2025-09-02,교환
RET-000164440,ORD-000717243,TRD-OUT-03-STR-001-M-BLK,R03,완료,2026-03-25,환불
RET-000213324,ORD-000939322,NQ-TOP-001-S-NVY,R01,완료,2026-05-26,교환
RET-000063736,ORD-000283147,NQ-TOP-001-S-GRY,R01,완료,2025-06-26,환불
RET-000250687,ORD-001107168,NQ-OUT-001-M-GRY,R01,완료,2026-07-24,교환
RET-000014703,ORD-000067861,NQ-TOP-001-M-SKB,R02,완료,2024-09-24,교환
RET-000230862,ORD-001018025,NQ-OUT-003-L-BEG,R02,완료,2026-06-29,교환
RET-000042835,ORD-000191951,NQ-OUT-001-L-BEG,R03,완료,2025-04-06,환불
RET-000036056,ORD-000163468,NQ-TOP-004-2XL-GRY,R01,완료,2025-03-08,교환
RET-000093252,ORD-000410749,NQ-PNT-002-XL-BEG,R03,완료,2025-09-19,환불
RET-000111460,ORD-000489624,NQ-CLR-COOL-002-L-ASH,R02,완료,2025-11-21,환불
RET-000079155,ORD-000351572,NQ-TOP-001-S-BLK,R01,완료,2025-08-18,교환
RET-000061941,ORD-000274744,NQ-TOP-001-M-GRY,R05,완료,2025-06-04,교환
RET-000037792,ORD-000170539,NQ-CLR-COOL-002-L-ASH,R01,완료,2025-03-10,교환
RET-000076130,ORD-000337760,NQ-TOP-004-M-BLK,R03,완료,2025-08-10,교환
RET-000009448,ORD-000044357,NQ-TOP-001-S-NVY,R01,완료,2024-07-19,교환
RET-000020519,ORD-000094680,NQ-CLR-MUT-006-M-IVR,R01,완료,2024-12-02,환불
RET-000160590,ORD-000700159,NQ-OUT-001-S-BEG,R03,완료,2026-03-02,환불
RET-000014255,ORD-000065917,NQ-TOP-001-2XL-NVY,R01,완료,2024-09-05,교환
RET-000048729,ORD-000216847,NQ-OUT-001-S-NVY,R01,완료,2025-04-24,교환
RET-000084339,ORD-000374278,NQ-TOP-001-XL-WHT,R01,완료,2025-08-18,교환
RET-000067253,ORD-000298683,NQ-TOP-001-2XL-GRY,R03,완료,2025-07-18,교환
RET-000205793,ORD-000903802,NQ-ACC-BLT-002-FREE-BEG,R01,완료,2026-05-20,환불
RET-000117571,ORD-000517162,NQ-TOP-003-S-NVY,R01,완료,2025-12-10,환불
RET-000205881,ORD-000904206,NQ-PNT-001-2XL-NVY,R01,완료,2026-05-09,교환
RET-000040735,ORD-000182627,NQ-OUT-002-S-BLK,R01,완료,2025-03-27,교환
RET-000015688,ORD-000072480,NQ-PNT-001-XL-BEG,R01,완료,2024-09-30,환불
RET-000219670,ORD-000968336,NQ-TOP-001-2XL-BLK,R02,완료,2026-06-12,환불
RET-000067078,ORD-000297940,NQ-TOP-001-2XL-LYL,R01,완료,2025-07-09,환불
RET-000224386,ORD-000989752,NQ-TOP-002-S-WHT,R03,완료,2026-06-13,교환
RET-000082990,ORD-000368860,NQ-TOP-001-XS-BLK,R01,완료,2025-08-25,교환
RET-000095458,ORD-000420796,NQ-CLR-MUT-006-S-CRM,R03,완료,2025-10-08,환불
RET-000072826,ORD-000322734,NQ-TOP-001-3XL-NVY,R01,완료,2025-07-29,교환
RET-000146021,ORD-000639934,NQ-PNT-001-3XL-KHK,R01,완료,2026-01-26,환불
RET-000181290,ORD-000795761,NQ-OUT-001-M-GRY,R05,완료,2026-03-30,교환
RET-000002214,ORD-000010218,NQ-TOP-001-L-SKB,R01,완료,2024-03-25,환불
RET-000172978,ORD-000756678,NQ-OUT-002-L-GRY,R01,완료,2026-03-30,환불
RET-000088536,ORD-000390965,NQ-TOP-001-S-WHT,R01,완료,2025-09-02,교환
RET-000090538,ORD-000398898,TRD-OUT-02-STR-001-S-BEG,R01,완료,2025-09-09,교환
RET-000121488,ORD-000535140,NQ-OUT-002-M-GRY,R01,완료,2025-12-03,환불
RET-000178843,ORD-000784381,NQ-CLR-WRM-004-M-IVR,R01,완료,2026-04-07,환불
RET-000196084,ORD-000861700,NQ-PNT-001-S-NVY,R01,완료,2026-05-02,환불
RET-000247504,ORD-001092764,NQ-TOP-003-L-NVY,R01,완료,2026-07-26,교환
RET-000087908,ORD-000388421,NQ-OUT-001-S-NVY,R02,완료,2025-09-08,환불
RET-000062871,ORD-000279266,NQ-PNT-002-3XL-BLK,R02,완료,2025-06-23,환불
RET-000033001,ORD-000150233,NQ-TOP-001-M-GRY,R03,완료,2025-02-12,교환
RET-000058483,ORD-000259182,NQ-PNT-001-L-KHK,R02,완료,2025-06-06,환불
RET-000146896,ORD-000644379,NQ-CLR-COOL-002-L-ASH,R01,완료,2026-01-29,교환
RET-000157135,ORD-000687201,NQ-OUT-002-S-BEG,R01,완료,2026-02-27,교환
RET-000153937,ORD-000674583,NQ-OUT-001-M-BEG,R03,완료,2026-02-24,환불
RET-000264605,ORD-001176652,NQ-TOP-004-M-NVY,R01,완료,2026-08-12,교환
RET-000047112,ORD-000210038,NQ-OUT-001-M-GRY,R03,완료,2025-04-18,교환
RET-000139710,ORD-000609156,NQ-TOP-001-M-WHT,R01,완료,2026-01-19,교환
RET-000120910,ORD-000532670,NQ-PNT-001-L-BEG,R03,완료,2025-12-13,교환
RET-000034944,ORD-000158850,NQ-PNT-001-3XL-GRY,R01,완료,2025-03-22,환불
RET-000016134,ORD-000074425,NQ-PNT-001-XL-BLK,R04,완료,2024-10-13,교환
RET-000041216,ORD-000184726,TRD-OUT-01-NAT-003-S-GRY,R02,완료,2025-03-15,교환
RET-000108705,ORD-000477648,NQ-PNT-002-L-BLK,R01,완료,2025-11-23,교환
RET-000038960,ORD-000175148,NQ-OUT-001-S-BEG,R02,완료,2025-03-29,환불
RET-000145466,ORD-000636765,NQ-CLR-COOL-002-S-IVR,R05,완료,2026-01-19,교환
RET-000120419,ORD-000530555,NQ-TOP-001-L-BLK,R02,완료,2025-12-06,교환
RET-000251414,ORD-001110263,NQ-TOP-001-XL-GRY,R02,완료,2026-08-14,교환
RET-000216788,ORD-000955260,NQ-OUT-001-L-BLK,R01,완료,2026-05-28,환불
RET-000107160,ORD-000471380,NQ-TOP-001-M-ORC,R05,완료,2025-11-15,교환
RET-000037101,ORD-000167630,NQ-TOP-003-XS-WHT,R01,완료,2025-03-08,환불
RET-000068196,ORD-000302586,NQ-TOP-003-2XL-WHT,R04,완료,2025-07-23,교환
RET-000016815,ORD-000077601,NQ-CLR-MUT-003-L-ASH,R03,완료,2024-10-04,환불
