order_id,sku_code,qty,unit_price
ORD-000030295,NQ-PNT-003-S-GRY,1,49000
ORD-000030295,NQ-TOP-003-M-BLK,1,39000
ORD-000032476,NQ-TOP-001-M-GRY,1,39000
ORD-000032670,NQ-TOP-001-S-BLK,1,39000
ORD-000032716,NQ-TOP-002-L-WHT,1,39000
ORD-000032716,NQ-CLR-MUT-003-S-IVR,1,35000
ORD-000032736,NQ-CLR-MUT-003-L-ASH,1,35000
ORD-000033102,NQ-TOP-001-S-SKB,1,39000
ORD-000033102,NQ-CLR-MUT-006-L-CRM,1,35000
ORD-000033879,NQ-CLR-WRM-004-S-IVR,1,35000
ORD-000034108,NQ-TOP-001-S-WHT,1,39000
ORD-000034108,NQ-PNT-001-M-BLK,1,49000
ORD-000034976,NQ-CLR-MUT-003-S-IVR,1,35000
ORD-000035345,NQ-PNT-001-3XL-GRY,1,49000
ORD-000035345,NQ-TOP-001-M-GRY,1,39000
ORD-000035345,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000036648,NQ-CLR-COOL-002-L-IVR,1,35000
ORD-000036648,NQ-CLR-MUT-003-M-CRM,1,35000
ORD-000036648,NQ-PNT-001-M-GRY,1,49000
ORD-000036864,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000036864,NQ-PNT-001-M-BLK,1,49000
ORD-000037067,NQ-PNT-004-2XL-BLK,1,49000
ORD-000037067,NQ-PNT-001-L-KHK,1,49000
ORD-000037107,NQ-TOP-001-L-NVY,1,39000
ORD-000037753,NQ-PNT-001-M-NVY,1,49000
ORD-000038954,NQ-CLR-COOL-005-L-CRM,1,35000
ORD-000039635,NQ-TOP-002-S-GRY,1,39000
ORD-000039635,NQ-PNT-001-XL-KHK,1,49000
ORD-000040385,NQ-TOP-001-2XL-ORC,1,39000
ORD-000040385,NQ-TOP-001-2XL-WHT,1,39000
ORD-000040414,NQ-CLR-COOL-005-S-ASH,1,35000
ORD-000041235,NQ-CLR-COOL-005-L-CRM,1,35000
ORD-000041235,NQ-PNT-001-L-NVY,1,49000
ORD-000041675,NQ-CLR-WRM-004-L-IVR,1,35000
ORD-000041675,NQ-CLR-WRM-004-L-CRM,1,35000
ORD-000042157,NQ-PNT-002-2XL-GRY,1,49000
ORD-000042157,NQ-TOP-003-M-NVY,1,39000
ORD-000042553,NQ-CLR-WRM-004-M-IVR,1,35000
ORD-000042814,NQ-TOP-001-S-SKB,1,39000
ORD-000043004,NQ-TOP-001-2XL-BLK,1,39000
ORD-000043004,NQ-TOP-001-XL-ORC,1,39000
ORD-000043427,NQ-CLR-MUT-006-S-ASH,1,35000
ORD-000043427,NQ-TOP-001-L-GRY,1,39000
ORD-000044017,NQ-PNT-002-3XL-GRY,1,49000
ORD-000044017,NQ-CLR-WRM-001-L-ASH,1,35000
ORD-000045012,NQ-TOP-002-XL-NVY,1,39000
ORD-000047386,NQ-TOP-001-M-WHT,1,39000
ORD-000047563,NQ-TOP-003-M-NVY,1,39000
ORD-000047778,NQ-PNT-001-XL-BLK,1,49000
ORD-000049009,NQ-TOP-001-M-LYL,1,39000
ORD-000049051,NQ-TOP-001-S-GRY,1,39000
ORD-000049051,NQ-CLR-MUT-003-S-ASH,1,35000
ORD-000049074,NQ-CLR-COOL-005-L-CRM,1,35000
ORD-000049074,NQ-PNT-001-M-GRY,1,49000
ORD-000049247,NQ-CLR-COOL-005-L-CRM,1,35000
ORD-000049247,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000049247,NQ-PNT-003-4XL-BLK,1,49000
ORD-000050279,NQ-TOP-003-XS-GRY,1,39000
ORD-000050279,NQ-TOP-001-S-WHT,1,39000
ORD-000050279,NQ-TOP-001-XL-ORC,1,39000
ORD-000050727,NQ-PNT-001-M-BEG,1,49000
ORD-000051167,NQ-TOP-002-L-WHT,1,39000
ORD-000051167,NQ-CLR-MUT-003-M-IVR,1,35000
ORD-000051186,NQ-PNT-001-L-BEG,1,49000
ORD-000051462,NQ-TOP-001-L-BLK,1,39000
ORD-000051462,NQ-CLR-COOL-002-M-ASH,1,35000
ORD-000051515,NQ-TOP-005-M-NVY,1,39000
ORD-000051515,NQ-TOP-002-XL-GRY,1,39000
ORD-000053184,NQ-TOP-001-L-WHT,1,39000
ORD-000053184,NQ-TOP-003-L-BLK,1,39000
ORD-000053184,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000053349,NQ-TOP-001-XL-NVY,1,39000
ORD-000053349,NQ-CLR-MUT-003-L-ASH,1,35000
ORD-000053653,NQ-PNT-001-S-NVY,1,49000
ORD-000053792,NQ-PNT-004-XS-GRY,1,49000
ORD-000053792,NQ-TOP-002-L-BLK,1,39000
ORD-000054899,NQ-TOP-001-L-GRY,1,39000
ORD-000055651,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000057283,NQ-TOP-004-L-BLK,1,39000
ORD-000058946,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000058946,NQ-PNT-001-L-NVY,1,49000
ORD-000059302,NQ-PNT-001-2XL-NVY,1,49000
ORD-000059302,NQ-PNT-001-S-NVY,1,49000
ORD-000061839,NQ-TOP-001-XS-ORC,1,39000
ORD-000061839,NQ-TOP-002-M-GRY,1,39000
ORD-000062012,NQ-PNT-004-XL-GRY,1,49000
ORD-000062012,NQ-PNT-001-M-NVY,1,49000
ORD-000062327,NQ-CLR-MUT-003-M-CRM,1,35000
ORD-000062327,NQ-TOP-001-2XL-BLK,1,39000
ORD-000062942,NQ-CLR-WRM-001-S-ASH,1,35000
ORD-000065523,NQ-PNT-001-S-BLK,1,49000
ORD-000065523,NQ-TOP-001-XL-BLK,1,39000
ORD-000067058,NQ-TOP-001-XL-ORC,1,39000
ORD-000067058,NQ-TOP-001-S-SKB,1,39000
ORD-000067058,NQ-PNT-003-L-BEG,1,49000
ORD-000067385,NQ-TOP-002-L-NVY,1,39000
ORD-000067385,NQ-TOP-002-M-NVY,1,39000
ORD-000067385,NQ-TOP-001-L-WHT,1,39000
ORD-000067599,NQ-CLR-MUT-003-L-CRM,1,35000
ORD-000067652,NQ-PNT-001-XL-GRY,1,49000
ORD-000067764,NQ-TOP-001-L-BLK,1,39000
ORD-000067764,NQ-TOP-001-3XL-NVY,1,39000
ORD-000068150,NQ-TOP-001-XL-ORC,1,39000
ORD-000068405,NQ-PNT-002-L-GRY,1,49000
ORD-000068405,NQ-CLR-WRM-004-L-IVR,1,35000
ORD-000069216,NQ-PNT-001-XL-BLK,1,49000
ORD-000069405,NQ-TOP-001-XL-ORC,1,39000
ORD-000069442,NQ-TOP-005-M-NVY,1,39000
ORD-000070787,NQ-TOP-003-M-BLK,1,39000
ORD-000071286,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000071286,NQ-TOP-001-M-GRY,1,39000
ORD-000071286,NQ-CLR-COOL-002-M-IVR,1,35000
ORD-000071311,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000071311,NQ-PNT-001-3XL-BLK,1,49000
ORD-000072330,NQ-TOP-001-XL-WHT,1,39000
ORD-000072330,NQ-TOP-005-3XL-BLK,1,39000
ORD-000072424,NQ-TOP-001-3XL-BLK,1,39000
ORD-000072424,NQ-CLR-COOL-002-L-ASH,1,35000
ORD-000073364,NQ-TOP-001-M-LYL,1,39000
ORD-000074804,NQ-CLR-MUT-003-M-ASH,1,35000
ORD-000074804,NQ-CLR-COOL-002-M-CRM,1,35000
ORD-000077404,NQ-CLR-WRM-001-L-CRM,1,35000
ORD-000078124,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000078304,NQ-PNT-002-L-GRY,1,49000
ORD-000078304,NQ-CLR-COOL-002-L-IVR,1,35000
ORD-000078803,NQ-PNT-003-XL-GRY,1,49000
ORD-000078803,NQ-TOP-002-M-BLK,1,39000
ORD-000080305,NQ-TOP-003-M-WHT,1,39000
ORD-000080305,NQ-PNT-001-XL-KHK,1,49000
ORD-000081414,NQ-CLR-WRM-001-M-ASH,1,35000
ORD-000081969,NQ-TOP-001-2XL-BLK,1,39000
ORD-000082128,NQ-CLR-MUT-006-S-ASH,1,35000
ORD-000082146,NQ-PNT-003-XL-GRY,1,49000
ORD-000082146,NQ-PNT-001-S-BEG,1,49000
ORD-000082983,NQ-CLR-COOL-002-S-ASH,1,35000
ORD-000083112,NQ-TOP-001-M-LYL,1,39000
ORD-000083491,NQ-PNT-001-3XL-GRY,1,49000
ORD-000083612,NQ-TOP-003-M-BLK,1,39000
ORD-000083612,NQ-TOP-001-3XL-ORC,1,39000
ORD-000086064,NQ-PNT-003-L-GRY,1,49000
ORD-000086109,NQ-TOP-001-XL-WHT,1,39000
ORD-000086109,NQ-TOP-004-M-NVY,1,39000
ORD-000086109,NQ-TOP-001-L-LYL,1,39000
ORD-000086701,NQ-CLR-WRM-001-S-CRM,1,35000
ORD-000087445,NQ-CLR-MUT-006-M-ASH,1,35000
ORD-000087445,NQ-PNT-001-L-KHK,1,49000
ORD-000089009,NQ-CLR-COOL-002-M-CRM,1,35000
ORD-000090649,NQ-CLR-WRM-004-M-CRM,1,35000
ORD-000090649,NQ-PNT-001-XS-KHK,1,49000
ORD-000090712,NQ-CLR-COOL-005-L-IVR,1,35000
ORD-000091453,NQ-PNT-002-XL-GRY,1,49000
ORD-000092563,NQ-CLR-WRM-001-L-IVR,1,35000
ORD-000092563,NQ-TOP-001-M-WHT,1,39000
ORD-000092782,NQ-TOP-001-M-ORC,1,39000
ORD-000094231,NQ-PNT-003-XL-BEG,1,49000
ORD-000094560,NQ-TOP-001-L-GRY,1,39000
ORD-000094560,NQ-TOP-001-M-LYL,1,39000
ORD-000094879,NQ-PNT-001-M-BEG,1,49000
ORD-000096218,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000097659,NQ-PNT-003-4XL-GRY,1,49000
ORD-000097659,NQ-PNT-001-3XL-KHK,1,49000
ORD-000097723,NQ-CLR-MUT-006-L-ASH,1,35000
ORD-000098752,NQ-PNT-003-L-BEG,1,49000
ORD-000098784,NQ-TOP-002-XL-WHT,1,39000
ORD-000099707,NQ-TOP-001-M-NVY,1,39000
ORD-000099707,NQ-CLR-MUT-003-M-IVR,1,35000
ORD-000099818,NQ-TOP-001-XL-LYL,1,39000
ORD-000101423,NQ-PNT-001-L-BEG,1,49000
ORD-000102339,NQ-TOP-001-S-ORC,1,39000
ORD-000102731,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000103180,NQ-PNT-001-XS-KHK,1,49000
ORD-000103783,NQ-TOP-003-M-GRY,1,39000
ORD-000103783,NQ-TOP-001-L-LYL,1,39000
ORD-000104077,NQ-TOP-001-M-SKB,1,39000
ORD-000104321,NQ-TOP-001-3XL-NVY,1,39000
ORD-000104900,NQ-PNT-001-XL-BLK,1,49000
ORD-000104900,NQ-PNT-003-L-BEG,1,49000
ORD-000105666,NQ-TOP-001-M-LYL,1,39000
ORD-000105666,NQ-CLR-WRM-001-S-ASH,1,35000
ORD-000106485,NQ-CLR-MUT-003-M-CRM,1,35000
ORD-000106485,NQ-TOP-001-4XL-BLK,1,39000
ORD-000107648,NQ-CLR-COOL-005-S-IVR,1,35000
ORD-000108697,NQ-PNT-001-4XL-BEG,1,49000
ORD-000108697,NQ-PNT-001-XL-GRY,1,49000
ORD-000108736,NQ-CLR-WRM-004-M-CRM,1,35000
ORD-000109529,NQ-CLR-MUT-003-L-ASH,1,35000
ORD-000109617,NQ-CLR-WRM-001-M-ASH,1,35000
ORD-000109707,NQ-PNT-001-L-BEG,1,49000
ORD-000109707,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000109913,NQ-CLR-COOL-002-S-ASH,1,35000
ORD-000109913,NQ-PNT-002-4XL-BEG,1,49000
ORD-000110064,NQ-PNT-001-M-GRY,1,49000
ORD-000110064,NQ-PNT-001-3XL-GRY,1,49000
ORD-000110064,NQ-TOP-001-L-SKB,1,39000
ORD-000110719,NQ-CLR-WRM-001-S-CRM,1,35000
ORD-000112257,NQ-TOP-001-S-LYL,1,39000
ORD-000115869,NQ-TOP-001-XL-ORC,1,39000
ORD-000115869,NQ-CLR-WRM-004-M-CRM,1,35000
ORD-000115926,NQ-PNT-001-XL-GRY,1,49000
ORD-000116732,NQ-TOP-001-4XL-LYL,1,39000
ORD-000116754,NQ-PNT-001-XS-GRY,1,49000
ORD-000117445,NQ-PNT-001-M-NVY,1,49000
ORD-000117445,NQ-PNT-001-2XL-NVY,1,49000
ORD-000118586,NQ-PNT-001-S-NVY,1,49000
ORD-000118586,NQ-TOP-001-2XL-ORC,1,39000
ORD-000118586,NQ-PNT-002-XL-BEG,1,49000
ORD-000118985,NQ-TOP-001-M-WHT,1,39000
ORD-000119236,NQ-PNT-001-M-KHK,1,49000
ORD-000120587,NQ-TOP-001-2XL-NVY,1,39000
ORD-000120587,NQ-PNT-004-L-BEG,1,49000
ORD-000121810,NQ-PNT-003-XL-BEG,1,49000
ORD-000121810,NQ-TOP-001-M-NVY,1,39000
ORD-000122239,NQ-PNT-001-2XL-KHK,1,49000
ORD-000122556,NQ-TOP-004-M-GRY,1,39000
ORD-000123175,NQ-TOP-003-3XL-NVY,1,39000
ORD-000124131,NQ-TOP-003-L-NVY,1,39000
ORD-000124183,NQ-PNT-003-M-BEG,1,49000
ORD-000124235,NQ-TOP-004-4XL-NVY,1,39000
ORD-000124282,NQ-TOP-001-M-ORC,1,39000
ORD-000124282,NQ-TOP-003-2XL-WHT,1,39000
ORD-000125665,NQ-PNT-002-3XL-BEG,1,49000
ORD-000125665,NQ-TOP-003-M-WHT,1,39000
ORD-000125816,NQ-PNT-003-S-BEG,1,49000
ORD-000125816,NQ-TOP-005-3XL-BLK,1,39000
ORD-000125816,NQ-TOP-003-2XL-GRY,1,39000
ORD-000126500,NQ-TOP-001-L-BLK,1,39000
ORD-000126765,NQ-PNT-001-2XL-KHK,1,49000
ORD-000127346,NQ-TOP-001-M-ORC,1,39000
ORD-000127716,NQ-PNT-001-3XL-GRY,1,49000
ORD-000127989,NQ-TOP-001-M-ORC,1,39000
ORD-000129647,NQ-PNT-003-2XL-BEG,1,49000
ORD-000129734,NQ-TOP-002-S-NVY,1,39000
ORD-000129757,NQ-TOP-001-4XL-LYL,1,39000
ORD-000129757,NQ-TOP-001-XL-ORC,1,39000
ORD-000129859,NQ-PNT-001-4XL-KHK,1,49000
ORD-000130228,NQ-PNT-001-XS-KHK,1,49000
ORD-000130228,NQ-PNT-001-2XL-GRY,1,49000
ORD-000131034,NQ-PNT-002-4XL-BEG,1,49000
ORD-000131698,NQ-PNT-001-4XL-BEG,1,49000
ORD-000131835,NQ-PNT-001-3XL-KHK,1,49000
ORD-000132868,NQ-TOP-001-XL-WHT,1,39000
ORD-000134800,NQ-CLR-WRM-004-L-CRM,1,35000
ORD-000138642,NQ-PNT-001-M-BEG,1,49000
ORD-000138642,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000139135,NQ-TOP-001-2XL-WHT,1,39000
ORD-000139463,NQ-TOP-001-XL-NVY,1,39000
ORD-000139463,NQ-TOP-001-2XL-BLK,1,39000
ORD-000139463,NQ-TOP-001-XL-ORC,1,39000
ORD-000141115,NQ-TOP-004-2XL-GRY,1,39000
ORD-000141387,NQ-TOP-001-2XL-WHT,1,39000
ORD-000142939,NQ-TOP-001-S-GRY,1,39000
ORD-000143231,NQ-PNT-001-L-KHK,1,49000
ORD-000143258,NQ-CLR-MUT-003-M-ASH,1,35000
ORD-000145048,NQ-CLR-MUT-003-M-ASH,1,35000
ORD-000145048,NQ-TOP-001-L-BLK,1,39000
ORD-000145201,NQ-TOP-002-M-WHT,1,39000
ORD-000145414,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000145414,NQ-TOP-001-M-ORC,1,39000
ORD-000145414,NQ-PNT-001-L-KHK,1,49000
ORD-000145786,NQ-CLR-MUT-003-M-IVR,1,35000
ORD-000145786,NQ-CLR-COOL-002-M-CRM,1,35000
ORD-000146421,NQ-PNT-001-XL-KHK,1,49000
ORD-000146421,NQ-TOP-002-M-NVY,1,39000
ORD-000148161,NQ-TOP-001-M-LYL,1,39000
ORD-000148995,NQ-PNT-001-2XL-BLK,1,49000
ORD-000149357,NQ-CLR-COOL-002-S-IVR,1,35000
ORD-000149960,NQ-TOP-002-XS-BLK,1,39000
ORD-000149960,NQ-CLR-MUT-003-M-CRM,1,35000
ORD-000150721,NQ-CLR-COOL-002-M-ASH,1,35000
ORD-000150721,NQ-TOP-001-S-ORC,1,39000
ORD-000151521,NQ-CLR-WRM-001-S-IVR,1,35000
ORD-000151934,NQ-CLR-WRM-001-S-IVR,1,35000
ORD-000151934,NQ-TOP-004-L-BLK,1,39000
ORD-000151983,NQ-CLR-WRM-004-M-CRM,1,35000
ORD-000156072,NQ-TOP-001-L-WHT,1,39000
ORD-000156072,NQ-TOP-001-L-GRY,1,39000
ORD-000156072,NQ-TOP-002-M-GRY,1,39000
ORD-000158603,NQ-TOP-003-M-BLK,1,39000
ORD-000160784,NQ-OUT-001-S-BLK,1,89000
ORD-000160823,NQ-PNT-001-S-BEG,1,49000
ORD-000161578,TRD-OUT-01-NAT-003-S-BLK,1,79000
ORD-000162533,NQ-TOP-001-M-SKB,1,39000
ORD-000163131,NQ-OUT-002-M-BEG,1,89000
ORD-000163131,NQ-CLR-WRM-001-L-IVR,1,35000
ORD-000164739,NQ-CLR-COOL-002-L-ASH,1,35000
ORD-000164970,NQ-TOP-002-L-GRY,1,39000
ORD-000165180,NQ-CLR-COOL-002-L-ASH,1,35000
ORD-000165734,NQ-OUT-001-M-BLK,1,89000
ORD-000165942,NQ-TOP-001-XL-BLK,1,39000
ORD-000165942,NQ-OUT-001-L-GRY,1,89000
ORD-000166127,NQ-TOP-001-M-NVY,1,39000
ORD-000166651,NQ-TOP-001-L-NVY,1,39000
ORD-000166880,NQ-TOP-001-M-BLK,1,39000
ORD-000167268,NQ-OUT-002-M-NVY,1,89000
ORD-000167268,NQ-OUT-001-M-BLK,1,89000
ORD-000168049,NQ-PNT-002-M-BEG,1,49000
ORD-000168049,NQ-OUT-001-L-BLK,1,89000
ORD-000168141,NQ-OUT-001-L-BLK,1,89000
ORD-000169620,NQ-OUT-001-S-NVY,1,89000
ORD-000169620,NQ-CLR-MUT-006-M-IVR,1,35000
ORD-000169754,TRD-OUT-01-NAT-003-S-GRY,1,79000
ORD-000170945,NQ-OUT-002-S-BEG,1,89000
ORD-000171130,NQ-CLR-WRM-001-L-CRM,1,35000
ORD-000171130,NQ-CLR-MUT-003-L-IVR,1,35000
ORD-000171168,NQ-PNT-001-4XL-KHK,1,49000
ORD-000172428,NQ-OUT-002-M-GRY,1,89000
ORD-000172428,TRD-OUT-01-STR-001-S-GRY,1,79000
ORD-000172565,NQ-PNT-002-L-BEG,1,49000
ORD-000173194,TRD-OUT-01-WAV-002-S-GRY,1,79000
ORD-000173538,NQ-OUT-001-M-NVY,1,89000
ORD-000173538,NQ-OUT-001-M-GRY,1,89000
ORD-000173538,TRD-OUT-01-WAV-002-M-GRY,1,79000
ORD-000174156,NQ-TOP-001-M-LYL,1,39000
ORD-000175493,NQ-CLR-COOL-002-M-ASH,1,35000
ORD-000175541,NQ-PNT-001-S-KHK,1,49000
ORD-000175541,NQ-PNT-001-3XL-BEG,1,49000
ORD-000176283,NQ-OUT-001-L-GRY,1,89000
ORD-000176283,NQ-PNT-002-M-GRY,1,49000
ORD-000176283,NQ-TOP-001-S-GRY,1,39000
ORD-000177408,NQ-TOP-001-2XL-BLK,1,39000
ORD-000177631,NQ-TOP-001-M-GRY,1,39000
ORD-000177631,NQ-CLR-COOL-005-L-ASH,1,35000
ORD-000177631,NQ-OUT-002-L-GRY,1,89000
ORD-000178926,NQ-OUT-001-L-BEG,1,89000
ORD-000179204,NQ-OUT-001-M-BEG,1,89000
ORD-000179204,NQ-CLR-WRM-001-M-CRM,1,35000
ORD-000179204,NQ-OUT-001-M-BLK,1,89000
ORD-000181661,NQ-OUT-001-M-NVY,1,89000
ORD-000182966,NQ-CLR-COOL-002-S-ASH,1,35000
ORD-000183360,NQ-CLR-COOL-005-L-ASH,1,35000
ORD-000184708,TRD-OUT-01-STR-001-S-BLK,1,79000
ORD-000184708,NQ-TOP-001-2XL-GRY,1,39000
ORD-000184814,TRD-OUT-01-NAT-003-L-GRY,1,79000
ORD-000184814,NQ-PNT-002-3XL-BLK,1,49000
ORD-000184958,NQ-OUT-001-L-BLK,1,89000
ORD-000185055,NQ-PNT-003-L-BLK,1,49000
ORD-000185573,NQ-PNT-001-S-BEG,1,49000
ORD-000186563,NQ-OUT-001-S-BEG,1,89000
ORD-000186776,NQ-CLR-WRM-001-S-CRM,1,35000
ORD-000186776,NQ-TOP-001-L-SKB,1,39000
ORD-000186874,NQ-CLR-COOL-002-M-ASH,1,35000
ORD-000187252,NQ-PNT-001-L-KHK,1,49000
ORD-000187550,NQ-TOP-005-2XL-NVY,1,39000
ORD-000187550,NQ-OUT-001-L-GRY,1,89000
ORD-000187700,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000188071,NQ-CLR-WRM-001-S-CRM,1,35000
ORD-000188124,NQ-CLR-MUT-003-L-ASH,1,35000
ORD-000188623,NQ-TOP-001-S-WHT,1,39000
ORD-000188623,NQ-CLR-MUT-006-M-CRM,1,35000
ORD-000188647,NQ-TOP-002-XL-BLK,1,39000
ORD-000188647,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000188647,NQ-PNT-001-XS-BEG,1,49000
ORD-000189849,NQ-CLR-WRM-001-S-ASH,1,35000
ORD-000189849,NQ-OUT-003-M-GRY,1,89000
ORD-000190253,NQ-TOP-001-S-SKB,1,39000
ORD-000191789,NQ-CLR-WRM-001-S-IVR,1,35000
ORD-000192145,NQ-TOP-005-2XL-NVY,1,39000
ORD-000192848,NQ-OUT-002-M-BEG,1,89000
ORD-000193659,NQ-CLR-MUT-003-L-CRM,1,35000
ORD-000193659,NQ-PNT-001-S-KHK,1,49000
ORD-000193904,NQ-TOP-001-S-NVY,1,39000
ORD-000193904,NQ-PNT-001-L-BLK,1,49000
ORD-000194025,NQ-TOP-001-XS-LYL,1,39000
ORD-000194121,NQ-PNT-004-M-BEG,1,49000
ORD-000195638,NQ-PNT-001-L-GRY,1,49000
ORD-000195638,NQ-CLR-MUT-003-S-ASH,1,35000
ORD-000195638,NQ-TOP-001-M-ORC,1,39000
ORD-000195751,NQ-OUT-001-L-NVY,1,89000
ORD-000195751,NQ-CLR-WRM-001-L-CRM,1,35000
ORD-000195751,NQ-CLR-COOL-005-S-CRM,1,35000
ORD-000195773,NQ-CLR-COOL-002-L-CRM,1,35000
ORD-000195773,NQ-OUT-001-S-BLK,1,89000
ORD-000195974,NQ-OUT-001-L-BEG,1,89000
ORD-000196099,NQ-CLR-WRM-001-L-IVR,1,35000
ORD-000197023,NQ-TOP-005-L-NVY,1,39000
ORD-000197131,NQ-PNT-003-M-BEG,1,49000
ORD-000197131,NQ-OUT-002-M-BLK,1,89000
ORD-000197131,NQ-CLR-COOL-002-L-IVR,1,35000
ORD-000197268,NQ-TOP-001-2XL-SKB,1,39000
ORD-000197493,NQ-TOP-001-M-BLK,1,39000
ORD-000197493,NQ-OUT-002-S-BEG,1,89000
ORD-000197493,NQ-OUT-001-S-BLK,1,89000
ORD-000197494,NQ-CLR-WRM-001-L-CRM,1,35000
ORD-000197494,NQ-PNT-003-L-BEG,1,49000
ORD-000197921,NQ-CLR-MUT-003-S-CRM,1,35000
ORD-000197921,NQ-CLR-COOL-002-L-CRM,1,35000
