po_id,factory_id,order_date,expected_arrival_date,status
PO-INIT-000000123,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000124,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000125,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000126,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000127,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000128,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000129,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000130,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000131,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000132,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000133,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000134,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000135,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000136,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000137,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000138,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000139,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000140,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000141,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000142,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000143,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000144,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000145,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000146,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000147,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000148,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000149,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000150,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000151,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000152,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000153,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000154,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000155,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000156,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000157,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000158,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000159,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000160,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000161,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000162,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000163,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000164,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000165,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000166,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000167,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000168,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000169,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000170,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000171,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000172,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000173,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000174,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000175,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000176,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000177,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000178,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000179,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000180,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000181,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000182,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000183,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000184,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000185,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000186,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000187,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000188,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000189,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000190,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000191,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000192,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000193,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000194,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000195,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000196,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000197,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000198,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000199,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000200,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000201,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000202,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000203,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000204,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000205,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000206,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000207,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000208,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000209,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000210,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000211,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000212,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000213,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000214,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000215,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000216,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000217,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000218,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000219,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000220,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000221,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000222,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000223,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000224,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000225,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000226,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000227,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000228,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000229,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000230,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000231,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000232,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000233,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000234,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000235,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000236,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000237,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000238,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000239,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000240,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000241,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000242,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000243,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000244,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000245,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000246,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000247,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000248,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000249,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000250,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000251,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000252,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000253,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000254,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000255,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000256,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000257,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000258,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000259,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000260,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000261,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000262,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000263,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000264,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000265,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000266,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000267,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000268,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000269,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000270,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000271,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000272,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000273,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000274,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000275,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000276,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000277,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000278,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000279,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000280,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000281,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000282,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000283,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000284,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000285,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000286,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000287,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000288,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000289,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000290,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000291,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000292,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000293,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000294,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000295,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000296,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000297,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000298,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000299,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000300,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000301,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000302,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000303,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000304,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000305,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000306,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000307,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000308,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000309,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000310,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000311,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000312,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000313,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000314,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000315,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000316,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000317,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000318,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000319,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000320,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000321,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000322,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000323,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000324,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000325,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000326,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000327,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000328,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000329,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000330,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000331,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000332,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000333,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000334,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000335,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000336,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000337,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000338,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000339,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000340,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000341,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000342,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000343,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000344,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000345,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000346,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000347,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000348,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000349,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000350,FAC-001,2024-01-09,2024-03-01,입고완료
PO-INIT-000000351,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000352,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000353,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000354,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000355,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000356,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000357,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000358,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000359,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000360,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000361,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000362,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000363,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000364,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000365,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000366,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000367,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000368,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000369,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000370,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000371,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000372,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000373,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000374,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000375,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000376,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000377,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000378,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000379,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000380,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000381,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000382,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000383,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000384,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000385,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000386,FAC-001,2025-01-08,2025-03-01,입고완료
PO-INIT-000000387,FAC-001,2026-01-08,2026-03-01,입고완료
