sku_code,location_id,available_qty,reserved_qty,defective_qty,pending_return_qty,safety_stock,reorder_point,last_updated
NQ-TOP-001-S-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-ORC,STORE-04,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-SKB,HUB,2843,0,0,13,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-SKB,STORE-02,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-SKB,STORE-04,7,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-LYL,HUB,2383,0,0,23,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-LYL,STORE-02,17,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-S-LYL,STORE-04,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-BLK,HUB,1654,0,0,19,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-BLK,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-BLK,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-WHT,HUB,3201,0,0,11,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-WHT,STORE-02,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-WHT,STORE-04,7,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-GRY,HUB,1723,0,0,29,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-GRY,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-GRY,STORE-04,5,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-NVY,HUB,2803,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-NVY,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-NVY,STORE-04,14,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-ORC,HUB,1695,0,0,21,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-ORC,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-ORC,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-SKB,HUB,1689,0,0,13,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-SKB,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-SKB,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-LYL,HUB,2964,0,0,15,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-LYL,STORE-02,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-M-LYL,STORE-04,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-BLK,HUB,2982,0,0,9,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-BLK,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-BLK,STORE-04,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-WHT,HUB,1689,0,0,22,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-WHT,STORE-02,2,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-WHT,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,HUB,1701,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-GRY,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,HUB,3406,0,0,11,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,STORE-02,11,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-NVY,STORE-04,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,HUB,1677,0,0,31,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-ORC,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,HUB,1756,0,0,21,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-SKB,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,HUB,1648,0,0,25,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,STORE-02,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-L-LYL,STORE-04,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,HUB,1936,0,0,31,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,STORE-02,13,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-BLK,STORE-04,14,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,HUB,1564,0,0,22,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,STORE-02,14,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-WHT,STORE-04,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,HUB,1966,0,0,36,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,STORE-02,17,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-GRY,STORE-04,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,HUB,1577,0,0,30,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,STORE-02,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-NVY,STORE-04,7,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,HUB,1813,0,0,25,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,STORE-02,13,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-ORC,STORE-04,17,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,HUB,1553,0,0,28,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,STORE-02,15,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-SKB,STORE-04,11,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,HUB,1976,0,0,21,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,STORE-02,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-XL-LYL,STORE-04,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,HUB,1988,0,0,13,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,STORE-02,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-BLK,STORE-04,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,HUB,2002,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,STORE-02,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-WHT,STORE-04,20,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,HUB,2029,0,0,15,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,STORE-02,21,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-GRY,STORE-04,21,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,HUB,2116,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-NVY,STORE-04,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,HUB,2101,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,STORE-02,17,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-ORC,STORE-04,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,HUB,2002,0,0,15,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-SKB,STORE-04,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,HUB,1971,0,0,17,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,STORE-02,15,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-2XL-LYL,STORE-04,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,HUB,1398,0,0,10,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,STORE-02,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-BLK,STORE-04,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,HUB,1620,0,0,13,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,STORE-02,12,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-WHT,STORE-04,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,HUB,1559,0,0,12,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,STORE-02,11,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-GRY,STORE-04,12,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,HUB,1542,0,0,10,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-NVY,STORE-04,20,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,HUB,1614,0,0,12,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,STORE-02,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-ORC,STORE-04,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,HUB,1456,0,0,14,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,STORE-02,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-SKB,STORE-04,10,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,HUB,1516,0,0,12,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,STORE-02,12,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-3XL-LYL,STORE-04,16,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,HUB,2810,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,STORE-02,12,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-BLK,STORE-04,17,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,HUB,2922,0,0,3,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,STORE-02,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-WHT,STORE-04,11,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,HUB,2913,0,0,3,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,STORE-02,8,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-GRY,STORE-04,15,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,HUB,2848,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,STORE-02,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-NVY,STORE-04,11,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,HUB,2884,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,STORE-02,9,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-ORC,STORE-04,19,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,HUB,2959,0,0,5,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,STORE-02,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-SKB,STORE-04,18,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,HUB,2833,0,0,6,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,STORE-01,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,STORE-02,21,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,STORE-03,0,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-001-4XL-LYL,STORE-04,15,0,0,0,720,1440,2026-08-20T00:00:00
NQ-TOP-002-XS-BLK,HUB,816,0,0,4,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-BLK,STORE-01,0,0,0,0,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-BLK,STORE-02,5,0,0,0,240,480,2026-08-20T00:00:00
NQ-TOP-002-XS-BLK,STORE-03,0,0,0,0,240,480,2026-08-20T00:00:00
