sku_code,product_id,size,color_code,price,cost
NQ-TOP-002-M-NVY,NQ-TOP-002,M,NVY,39000,18720
NQ-TOP-002-L-BLK,NQ-TOP-002,L,BLK,39000,18720
NQ-TOP-002-L-WHT,NQ-TOP-002,L,WHT,39000,18720
NQ-TOP-002-L-GRY,NQ-TOP-002,L,GRY,39000,18720
NQ-TOP-002-L-NVY,NQ-TOP-002,L,NVY,39000,18720
NQ-TOP-002-XL-BLK,NQ-TOP-002,XL,BLK,39000,18720
NQ-TOP-002-XL-WHT,NQ-TOP-002,XL,WHT,39000,18720
NQ-TOP-002-XL-GRY,NQ-TOP-002,XL,GRY,39000,18720
NQ-TOP-002-XL-NVY,NQ-TOP-002,XL,NVY,39000,18720
NQ-TOP-002-2XL-BLK,NQ-TOP-002,2XL,BLK,39000,18720
NQ-TOP-002-2XL-WHT,NQ-TOP-002,2XL,WHT,39000,18720
NQ-TOP-002-2XL-GRY,NQ-TOP-002,2XL,GRY,39000,18720
NQ-TOP-002-2XL-NVY,NQ-TOP-002,2XL,NVY,39000,18720
NQ-TOP-002-3XL-BLK,NQ-TOP-002,3XL,BLK,39000,18720
NQ-TOP-002-3XL-WHT,NQ-TOP-002,3XL,WHT,39000,18720
NQ-TOP-002-3XL-GRY,NQ-TOP-002,3XL,GRY,39000,18720
NQ-TOP-002-3XL-NVY,NQ-TOP-002,3XL,NVY,39000,18720
NQ-TOP-002-4XL-BLK,NQ-TOP-002,4XL,BLK,39000,18720
NQ-TOP-002-4XL-WHT,NQ-TOP-002,4XL,WHT,39000,18720
NQ-TOP-002-4XL-GRY,NQ-TOP-002,4XL,GRY,39000,18720
NQ-TOP-002-4XL-NVY,NQ-TOP-002,4XL,NVY,39000,18720
NQ-TOP-003-XS-BLK,NQ-TOP-003,XS,BLK,39000,18720
NQ-TOP-003-XS-WHT,NQ-TOP-003,XS,WHT,39000,18720
NQ-TOP-003-XS-GRY,NQ-TOP-003,XS,GRY,39000,18720
NQ-TOP-003-XS-NVY,NQ-TOP-003,XS,NVY,39000,18720
NQ-TOP-003-S-BLK,NQ-TOP-003,S,BLK,39000,18720
NQ-TOP-003-S-WHT,NQ-TOP-003,S,WHT,39000,18720
NQ-TOP-003-S-GRY,NQ-TOP-003,S,GRY,39000,18720
NQ-TOP-003-S-NVY,NQ-TOP-003,S,NVY,39000,18720
NQ-TOP-003-M-BLK,NQ-TOP-003,M,BLK,39000,18720
NQ-TOP-003-M-WHT,NQ-TOP-003,M,WHT,39000,18720
NQ-TOP-003-M-GRY,NQ-TOP-003,M,GRY,39000,18720
NQ-TOP-003-M-NVY,NQ-TOP-003,M,NVY,39000,18720
NQ-TOP-003-L-BLK,NQ-TOP-003,L,BLK,39000,18720
NQ-TOP-003-L-WHT,NQ-TOP-003,L,WHT,39000,18720
NQ-TOP-003-L-GRY,NQ-TOP-003,L,GRY,39000,18720
NQ-TOP-003-L-NVY,NQ-TOP-003,L,NVY,39000,18720
NQ-TOP-003-XL-BLK,NQ-TOP-003,XL,BLK,39000,18720
NQ-TOP-003-XL-WHT,NQ-TOP-003,XL,WHT,39000,18720
NQ-TOP-003-XL-GRY,NQ-TOP-003,XL,GRY,39000,18720
NQ-TOP-003-XL-NVY,NQ-TOP-003,XL,NVY,39000,18720
NQ-TOP-003-2XL-BLK,NQ-TOP-003,2XL,BLK,39000,18720
NQ-TOP-003-2XL-WHT,NQ-TOP-003,2XL,WHT,39000,18720
NQ-TOP-003-2XL-GRY,NQ-TOP-003,2XL,GRY,39000,18720
NQ-TOP-003-2XL-NVY,NQ-TOP-003,2XL,NVY,39000,18720
NQ-TOP-003-3XL-BLK,NQ-TOP-003,3XL,BLK,39000,18720
NQ-TOP-003-3XL-WHT,NQ-TOP-003,3XL,WHT,39000,18720
NQ-TOP-003-3XL-GRY,NQ-TOP-003,3XL,GRY,39000,18720
NQ-TOP-003-3XL-NVY,NQ-TOP-003,3XL,NVY,39000,18720
NQ-TOP-003-4XL-BLK,NQ-TOP-003,4XL,BLK,39000,18720
NQ-TOP-003-4XL-WHT,NQ-TOP-003,4XL,WHT,39000,18720
NQ-TOP-003-4XL-GRY,NQ-TOP-003,4XL,GRY,39000,18720
NQ-TOP-003-4XL-NVY,NQ-TOP-003,4XL,NVY,39000,18720
NQ-TOP-004-XS-BLK,NQ-TOP-004,XS,BLK,39000,18720
NQ-TOP-004-XS-WHT,NQ-TOP-004,XS,WHT,39000,18720
NQ-TOP-004-XS-GRY,NQ-TOP-004,XS,GRY,39000,18720
NQ-TOP-004-XS-NVY,NQ-TOP-004,XS,NVY,39000,18720
NQ-TOP-004-S-BLK,NQ-TOP-004,S,BLK,39000,18720
NQ-TOP-004-S-WHT,NQ-TOP-004,S,WHT,39000,18720
NQ-TOP-004-S-GRY,NQ-TOP-004,S,GRY,39000,18720
NQ-TOP-004-S-NVY,NQ-TOP-004,S,NVY,39000,18720
NQ-TOP-004-M-BLK,NQ-TOP-004,M,BLK,39000,18720
NQ-TOP-004-M-WHT,NQ-TOP-004,M,WHT,39000,18720
NQ-TOP-004-M-GRY,NQ-TOP-004,M,GRY,39000,18720
NQ-TOP-004-M-NVY,NQ-TOP-004,M,NVY,39000,18720
NQ-TOP-004-L-BLK,NQ-TOP-004,L,BLK,39000,18720
NQ-TOP-004-L-WHT,NQ-TOP-004,L,WHT,39000,18720
NQ-TOP-004-L-GRY,NQ-TOP-004,L,GRY,39000,18720
NQ-TOP-004-L-NVY,NQ-TOP-004,L,NVY,39000,18720
NQ-TOP-004-XL-BLK,NQ-TOP-004,XL,BLK,39000,18720
NQ-TOP-004-XL-WHT,NQ-TOP-004,XL,WHT,39000,18720
NQ-TOP-004-XL-GRY,NQ-TOP-004,XL,GRY,39000,18720
NQ-TOP-004-XL-NVY,NQ-TOP-004,XL,NVY,39000,18720
NQ-TOP-004-2XL-BLK,NQ-TOP-004,2XL,BLK,39000,18720
NQ-TOP-004-2XL-WHT,NQ-TOP-004,2XL,WHT,39000,18720
NQ-TOP-004-2XL-GRY,NQ-TOP-004,2XL,GRY,39000,18720
NQ-TOP-004-2XL-NVY,NQ-TOP-004,2XL,NVY,39000,18720
NQ-TOP-004-3XL-BLK,NQ-TOP-004,3XL,BLK,39000,18720
NQ-TOP-004-3XL-WHT,NQ-TOP-004,3XL,WHT,39000,18720
NQ-TOP-004-3XL-GRY,NQ-TOP-004,3XL,GRY,39000,18720
NQ-TOP-004-3XL-NVY,NQ-TOP-004,3XL,NVY,39000,18720
NQ-TOP-004-4XL-BLK,NQ-TOP-004,4XL,BLK,39000,18720
NQ-TOP-004-4XL-WHT,NQ-TOP-004,4XL,WHT,39000,18720
NQ-TOP-004-4XL-GRY,NQ-TOP-004,4XL,GRY,39000,18720
NQ-TOP-004-4XL-NVY,NQ-TOP-004,4XL,NVY,39000,18720
NQ-TOP-005-XS-BLK,NQ-TOP-005,XS,BLK,39000,18720
NQ-TOP-005-XS-WHT,NQ-TOP-005,XS,WHT,39000,18720
NQ-TOP-005-XS-GRY,NQ-TOP-005,XS,GRY,39000,18720
NQ-TOP-005-XS-NVY,NQ-TOP-005,XS,NVY,39000,18720
NQ-TOP-005-S-BLK,NQ-TOP-005,S,BLK,39000,18720
NQ-TOP-005-S-WHT,NQ-TOP-005,S,WHT,39000,18720
NQ-TOP-005-S-GRY,NQ-TOP-005,S,GRY,39000,18720
NQ-TOP-005-S-NVY,NQ-TOP-005,S,NVY,39000,18720
NQ-TOP-005-M-BLK,NQ-TOP-005,M,BLK,39000,18720
NQ-TOP-005-M-WHT,NQ-TOP-005,M,WHT,39000,18720
NQ-TOP-005-M-GRY,NQ-TOP-005,M,GRY,39000,18720
NQ-TOP-005-M-NVY,NQ-TOP-005,M,NVY,39000,18720
NQ-TOP-005-L-BLK,NQ-TOP-005,L,BLK,39000,18720
NQ-TOP-005-L-WHT,NQ-TOP-005,L,WHT,39000,18720
NQ-TOP-005-L-GRY,NQ-TOP-005,L,GRY,39000,18720
NQ-TOP-005-L-NVY,NQ-TOP-005,L,NVY,39000,18720
NQ-TOP-005-XL-BLK,NQ-TOP-005,XL,BLK,39000,18720
NQ-TOP-005-XL-WHT,NQ-TOP-005,XL,WHT,39000,18720
NQ-TOP-005-XL-GRY,NQ-TOP-005,XL,GRY,39000,18720
NQ-TOP-005-XL-NVY,NQ-TOP-005,XL,NVY,39000,18720
NQ-TOP-005-2XL-BLK,NQ-TOP-005,2XL,BLK,39000,18720
NQ-TOP-005-2XL-WHT,NQ-TOP-005,2XL,WHT,39000,18720
NQ-TOP-005-2XL-GRY,NQ-TOP-005,2XL,GRY,39000,18720
NQ-TOP-005-2XL-NVY,NQ-TOP-005,2XL,NVY,39000,18720
NQ-TOP-005-3XL-BLK,NQ-TOP-005,3XL,BLK,39000,18720
NQ-TOP-005-3XL-WHT,NQ-TOP-005,3XL,WHT,39000,18720
NQ-TOP-005-3XL-GRY,NQ-TOP-005,3XL,GRY,39000,18720
NQ-TOP-005-3XL-NVY,NQ-TOP-005,3XL,NVY,39000,18720
NQ-TOP-005-4XL-BLK,NQ-TOP-005,4XL,BLK,39000,18720
NQ-TOP-005-4XL-WHT,NQ-TOP-005,4XL,WHT,39000,18720
NQ-TOP-005-4XL-GRY,NQ-TOP-005,4XL,GRY,39000,18720
NQ-TOP-005-4XL-NVY,NQ-TOP-005,4XL,NVY,39000,18720
NQ-PNT-001-XS-BLK,NQ-PNT-001,XS,BLK,49000,23520
NQ-PNT-001-XS-GRY,NQ-PNT-001,XS,GRY,49000,23520
NQ-PNT-001-XS-BEG,NQ-PNT-001,XS,BEG,49000,23520
NQ-PNT-001-XS-KHK,NQ-PNT-001,XS,KHK,49000,23520
NQ-PNT-001-XS-NVY,NQ-PNT-001,XS,NVY,49000,23520
NQ-PNT-001-S-BLK,NQ-PNT-001,S,BLK,49000,23520
NQ-PNT-001-S-GRY,NQ-PNT-001,S,GRY,49000,23520
NQ-PNT-001-S-BEG,NQ-PNT-001,S,BEG,49000,23520
NQ-PNT-001-S-KHK,NQ-PNT-001,S,KHK,49000,23520
NQ-PNT-001-S-NVY,NQ-PNT-001,S,NVY,49000,23520
NQ-PNT-001-M-BLK,NQ-PNT-001,M,BLK,49000,23520
NQ-PNT-001-M-GRY,NQ-PNT-001,M,GRY,49000,23520
NQ-PNT-001-M-BEG,NQ-PNT-001,M,BEG,49000,23520
NQ-PNT-001-M-KHK,NQ-PNT-001,M,KHK,49000,23520
NQ-PNT-001-M-NVY,NQ-PNT-001,M,NVY,49000,23520
NQ-PNT-001-L-BLK,NQ-PNT-001,L,BLK,49000,23520
NQ-PNT-001-L-GRY,NQ-PNT-001,L,GRY,49000,23520
NQ-PNT-001-L-BEG,NQ-PNT-001,L,BEG,49000,23520
NQ-PNT-001-L-KHK,NQ-PNT-001,L,KHK,49000,23520
NQ-PNT-001-L-NVY,NQ-PNT-001,L,NVY,49000,23520
NQ-PNT-001-XL-BLK,NQ-PNT-001,XL,BLK,49000,23520
NQ-PNT-001-XL-GRY,NQ-PNT-001,XL,GRY,49000,23520
NQ-PNT-001-XL-BEG,NQ-PNT-001,XL,BEG,49000,23520
NQ-PNT-001-XL-KHK,NQ-PNT-001,XL,KHK,49000,23520
NQ-PNT-001-XL-NVY,NQ-PNT-001,XL,NVY,49000,23520
NQ-PNT-001-2XL-BLK,NQ-PNT-001,2XL,BLK,49000,23520
NQ-PNT-001-2XL-GRY,NQ-PNT-001,2XL,GRY,49000,23520
NQ-PNT-001-2XL-BEG,NQ-PNT-001,2XL,BEG,49000,23520
NQ-PNT-001-2XL-KHK,NQ-PNT-001,2XL,KHK,49000,23520
NQ-PNT-001-2XL-NVY,NQ-PNT-001,2XL,NVY,49000,23520
NQ-PNT-001-3XL-BLK,NQ-PNT-001,3XL,BLK,49000,23520
NQ-PNT-001-3XL-GRY,NQ-PNT-001,3XL,GRY,49000,23520
NQ-PNT-001-3XL-BEG,NQ-PNT-001,3XL,BEG,49000,23520
NQ-PNT-001-3XL-KHK,NQ-PNT-001,3XL,KHK,49000,23520
NQ-PNT-001-3XL-NVY,NQ-PNT-001,3XL,NVY,49000,23520
NQ-PNT-001-4XL-BLK,NQ-PNT-001,4XL,BLK,49000,23520
NQ-PNT-001-4XL-GRY,NQ-PNT-001,4XL,GRY,49000,23520
NQ-PNT-001-4XL-BEG,NQ-PNT-001,4XL,BEG,49000,23520
NQ-PNT-001-4XL-KHK,NQ-PNT-001,4XL,KHK,49000,23520
NQ-PNT-001-4XL-NVY,NQ-PNT-001,4XL,NVY,49000,23520
NQ-PNT-002-XS-BLK,NQ-PNT-002,XS,BLK,49000,23520
NQ-PNT-002-XS-GRY,NQ-PNT-002,XS,GRY,49000,23520
NQ-PNT-002-XS-BEG,NQ-PNT-002,XS,BEG,49000,23520
NQ-PNT-002-S-BLK,NQ-PNT-002,S,BLK,49000,23520
NQ-PNT-002-S-GRY,NQ-PNT-002,S,GRY,49000,23520
NQ-PNT-002-S-BEG,NQ-PNT-002,S,BEG,49000,23520
NQ-PNT-002-M-BLK,NQ-PNT-002,M,BLK,49000,23520
NQ-PNT-002-M-GRY,NQ-PNT-002,M,GRY,49000,23520
NQ-PNT-002-M-BEG,NQ-PNT-002,M,BEG,49000,23520
NQ-PNT-002-L-BLK,NQ-PNT-002,L,BLK,49000,23520
NQ-PNT-002-L-GRY,NQ-PNT-002,L,GRY,49000,23520
NQ-PNT-002-L-BEG,NQ-PNT-002,L,BEG,49000,23520
NQ-PNT-002-XL-BLK,NQ-PNT-002,XL,BLK,49000,23520
NQ-PNT-002-XL-GRY,NQ-PNT-002,XL,GRY,49000,23520
NQ-PNT-002-XL-BEG,NQ-PNT-002,XL,BEG,49000,23520
NQ-PNT-002-2XL-BLK,NQ-PNT-002,2XL,BLK,49000,23520
NQ-PNT-002-2XL-GRY,NQ-PNT-002,2XL,GRY,49000,23520
NQ-PNT-002-2XL-BEG,NQ-PNT-002,2XL,BEG,49000,23520
NQ-PNT-002-3XL-BLK,NQ-PNT-002,3XL,BLK,49000,23520
NQ-PNT-002-3XL-GRY,NQ-PNT-002,3XL,GRY,49000,23520
NQ-PNT-002-3XL-BEG,NQ-PNT-002,3XL,BEG,49000,23520
NQ-PNT-002-4XL-BLK,NQ-PNT-002,4XL,BLK,49000,23520
NQ-PNT-002-4XL-GRY,NQ-PNT-002,4XL,GRY,49000,23520
NQ-PNT-002-4XL-BEG,NQ-PNT-002,4XL,BEG,49000,23520
NQ-PNT-003-XS-BLK,NQ-PNT-003,XS,BLK,49000,23520
NQ-PNT-003-XS-GRY,NQ-PNT-003,XS,GRY,49000,23520
NQ-PNT-003-XS-BEG,NQ-PNT-003,XS,BEG,49000,23520
NQ-PNT-003-S-BLK,NQ-PNT-003,S,BLK,49000,23520
NQ-PNT-003-S-GRY,NQ-PNT-003,S,GRY,49000,23520
NQ-PNT-003-S-BEG,NQ-PNT-003,S,BEG,49000,23520
NQ-PNT-003-M-BLK,NQ-PNT-003,M,BLK,49000,23520
NQ-PNT-003-M-GRY,NQ-PNT-003,M,GRY,49000,23520
NQ-PNT-003-M-BEG,NQ-PNT-003,M,BEG,49000,23520
NQ-PNT-003-L-BLK,NQ-PNT-003,L,BLK,49000,23520
NQ-PNT-003-L-GRY,NQ-PNT-003,L,GRY,49000,23520
NQ-PNT-003-L-BEG,NQ-PNT-003,L,BEG,49000,23520
NQ-PNT-003-XL-BLK,NQ-PNT-003,XL,BLK,49000,23520
NQ-PNT-003-XL-GRY,NQ-PNT-003,XL,GRY,49000,23520
NQ-PNT-003-XL-BEG,NQ-PNT-003,XL,BEG,49000,23520
NQ-PNT-003-2XL-BLK,NQ-PNT-003,2XL,BLK,49000,23520
NQ-PNT-003-2XL-GRY,NQ-PNT-003,2XL,GRY,49000,23520
NQ-PNT-003-2XL-BEG,NQ-PNT-003,2XL,BEG,49000,23520
NQ-PNT-003-3XL-BLK,NQ-PNT-003,3XL,BLK,49000,23520
NQ-PNT-003-3XL-GRY,NQ-PNT-003,3XL,GRY,49000,23520
NQ-PNT-003-3XL-BEG,NQ-PNT-003,3XL,BEG,49000,23520
NQ-PNT-003-4XL-BLK,NQ-PNT-003,4XL,BLK,49000,23520
NQ-PNT-003-4XL-GRY,NQ-PNT-003,4XL,GRY,49000,23520
NQ-PNT-003-4XL-BEG,NQ-PNT-003,4XL,BEG,49000,23520
NQ-PNT-004-XS-BLK,NQ-PNT-004,XS,BLK,49000,23520
NQ-PNT-004-XS-GRY,NQ-PNT-004,XS,GRY,49000,23520
NQ-PNT-004-XS-BEG,NQ-PNT-004,XS,BEG,49000,23520
NQ-PNT-004-S-BLK,NQ-PNT-004,S,BLK,49000,23520
NQ-PNT-004-S-GRY,NQ-PNT-004,S,GRY,49000,23520
NQ-PNT-004-S-BEG,NQ-PNT-004,S,BEG,49000,23520
NQ-PNT-004-M-BLK,NQ-PNT-004,M,BLK,49000,23520
NQ-PNT-004-M-GRY,NQ-PNT-004,M,GRY,49000,23520
NQ-PNT-004-M-BEG,NQ-PNT-004,M,BEG,49000,23520
NQ-PNT-004-L-BLK,NQ-PNT-004,L,BLK,49000,23520
NQ-PNT-004-L-GRY,NQ-PNT-004,L,GRY,49000,23520
NQ-PNT-004-L-BEG,NQ-PNT-004,L,BEG,49000,23520
NQ-PNT-004-XL-BLK,NQ-PNT-004,XL,BLK,49000,23520
NQ-PNT-004-XL-GRY,NQ-PNT-004,XL,GRY,49000,23520
NQ-PNT-004-XL-BEG,NQ-PNT-004,XL,BEG,49000,23520
NQ-PNT-004-2XL-BLK,NQ-PNT-004,2XL,BLK,49000,23520
NQ-PNT-004-2XL-GRY,NQ-PNT-004,2XL,GRY,49000,23520
NQ-PNT-004-2XL-BEG,NQ-PNT-004,2XL,BEG,49000,23520
NQ-PNT-004-3XL-BLK,NQ-PNT-004,3XL,BLK,49000,23520
NQ-PNT-004-3XL-GRY,NQ-PNT-004,3XL,GRY,49000,23520
NQ-PNT-004-3XL-BEG,NQ-PNT-004,3XL,BEG,49000,23520
NQ-PNT-004-4XL-BLK,NQ-PNT-004,4XL,BLK,49000,23520
NQ-PNT-004-4XL-GRY,NQ-PNT-004,4XL,GRY,49000,23520
NQ-PNT-004-4XL-BEG,NQ-PNT-004,4XL,BEG,49000,23520
NQ-CLR-WRM-001-S-CRM,NQ-CLR-WRM-001,S,CRM,35000,16800
NQ-CLR-WRM-001-S-ASH,NQ-CLR-WRM-001,S,ASH,35000,16800
NQ-CLR-WRM-001-S-IVR,NQ-CLR-WRM-001,S,IVR,35000,16800
NQ-CLR-WRM-001-M-CRM,NQ-CLR-WRM-001,M,CRM,35000,16800
NQ-CLR-WRM-001-M-ASH,NQ-CLR-WRM-001,M,ASH,35000,16800
NQ-CLR-WRM-001-M-IVR,NQ-CLR-WRM-001,M,IVR,35000,16800
NQ-CLR-WRM-001-L-CRM,NQ-CLR-WRM-001,L,CRM,35000,16800
NQ-CLR-WRM-001-L-ASH,NQ-CLR-WRM-001,L,ASH,35000,16800
NQ-CLR-WRM-001-L-IVR,NQ-CLR-WRM-001,L,IVR,35000,16800
NQ-CLR-COOL-002-S-CRM,NQ-CLR-COOL-002,S,CRM,35000,16800
NQ-CLR-COOL-002-S-ASH,NQ-CLR-COOL-002,S,ASH,35000,16800
NQ-CLR-COOL-002-S-IVR,NQ-CLR-COOL-002,S,IVR,35000,16800
NQ-CLR-COOL-002-M-CRM,NQ-CLR-COOL-002,M,CRM,35000,16800
NQ-CLR-COOL-002-M-ASH,NQ-CLR-COOL-002,M,ASH,35000,16800
NQ-CLR-COOL-002-M-IVR,NQ-CLR-COOL-002,M,IVR,35000,16800
NQ-CLR-COOL-002-L-CRM,NQ-CLR-COOL-002,L,CRM,35000,16800
NQ-CLR-COOL-002-L-ASH,NQ-CLR-COOL-002,L,ASH,35000,16800
NQ-CLR-COOL-002-L-IVR,NQ-CLR-COOL-002,L,IVR,35000,16800
NQ-CLR-MUT-003-S-CRM,NQ-CLR-MUT-003,S,CRM,35000,16800
NQ-CLR-MUT-003-S-ASH,NQ-CLR-MUT-003,S,ASH,35000,16800
NQ-CLR-MUT-003-S-IVR,NQ-CLR-MUT-003,S,IVR,35000,16800
NQ-CLR-MUT-003-M-CRM,NQ-CLR-MUT-003,M,CRM,35000,16800
NQ-CLR-MUT-003-M-ASH,NQ-CLR-MUT-003,M,ASH,35000,16800
NQ-CLR-MUT-003-M-IVR,NQ-CLR-MUT-003,M,IVR,35000,16800
NQ-CLR-MUT-003-L-CRM,NQ-CLR-MUT-003,L,CRM,35000,16800
NQ-CLR-MUT-003-L-ASH,NQ-CLR-MUT-003,L,ASH,35000,16800
NQ-CLR-MUT-003-L-IVR,NQ-CLR-MUT-003,L,IVR,35000,16800
NQ-CLR-WRM-004-S-CRM,NQ-CLR-WRM-004,S,CRM,35000,16800
NQ-CLR-WRM-004-S-ASH,NQ-CLR-WRM-004,S,ASH,35000,16800
NQ-CLR-WRM-004-S-IVR,NQ-CLR-WRM-004,S,IVR,35000,16800
NQ-CLR-WRM-004-M-CRM,NQ-CLR-WRM-004,M,CRM,35000,16800
NQ-CLR-WRM-004-M-ASH,NQ-CLR-WRM-004,M,ASH,35000,16800
NQ-CLR-WRM-004-M-IVR,NQ-CLR-WRM-004,M,IVR,35000,16800
NQ-CLR-WRM-004-L-CRM,NQ-CLR-WRM-004,L,CRM,35000,16800
NQ-CLR-WRM-004-L-ASH,NQ-CLR-WRM-004,L,ASH,35000,16800
NQ-CLR-WRM-004-L-IVR,NQ-CLR-WRM-004,L,IVR,35000,16800
NQ-CLR-COOL-005-S-CRM,NQ-CLR-COOL-005,S,CRM,35000,16800
NQ-CLR-COOL-005-S-ASH,NQ-CLR-COOL-005,S,ASH,35000,16800
NQ-CLR-COOL-005-S-IVR,NQ-CLR-COOL-005,S,IVR,35000,16800
NQ-CLR-COOL-005-M-CRM,NQ-CLR-COOL-005,M,CRM,35000,16800
NQ-CLR-COOL-005-M-ASH,NQ-CLR-COOL-005,M,ASH,35000,16800
NQ-CLR-COOL-005-M-IVR,NQ-CLR-COOL-005,M,IVR,35000,16800
NQ-CLR-COOL-005-L-CRM,NQ-CLR-COOL-005,L,CRM,35000,16800
NQ-CLR-COOL-005-L-ASH,NQ-CLR-COOL-005,L,ASH,35000,16800
NQ-CLR-COOL-005-L-IVR,NQ-CLR-COOL-005,L,IVR,35000,16800
NQ-CLR-MUT-006-S-CRM,NQ-CLR-MUT-006,S,CRM,35000,16800
