return_id,order_id,sku_code,reason_code,status,request_date,resolution
RET-000029230,ORD-000132069,NQ-PNT-002-XL-BLK,R02,완료,2025-01-19,교환
RET-000165884,ORD-000725157,NQ-OUT-001-L-BLK,R01,완료,2026-03-12,환불
RET-000152489,ORD-000667277,NQ-PNT-003-2XL-BLK,R02,완료,2026-01-31,환불
RET-000210939,ORD-000926567,NQ-PNT-001-M-NVY,R01,완료,2026-05-29,환불
RET-000184522,ORD-000809240,NQ-PNT-001-S-KHK,R01,완료,2026-04-05,교환
RET-000033132,ORD-000150128,NQ-PNT-001-4XL-KHK,R01,완료,2025-02-17,교환
RET-000240003,ORD-001056323,NQ-PNT-001-XS-NVY,R01,완료,2026-07-14,교환
RET-000142830,ORD-000626058,NQ-CLR-WRM-001-M-ASH,R01,완료,2026-01-15,환불
RET-000170634,ORD-000746780,NQ-TOP-001-S-ORC,R03,완료,2026-03-31,교환
RET-000134456,ORD-000587499,NQ-TOP-004-M-GRY,R02,완료,2026-01-04,환불
RET-000187092,ORD-000820202,NQ-PNT-001-XL-NVY,R01,완료,2026-03-29,교환
RET-000248237,ORD-001094641,NQ-CLR-WRM-004-S-IVR,R01,완료,2026-08-03,교환
RET-000078103,ORD-000346244,NQ-CLR-COOL-002-S-CRM,R04,완료,2025-08-15,환불
RET-000131352,ORD-000574707,NQ-OUT-003-L-BLK,R01,완료,2025-12-29,교환
RET-000146543,ORD-000643738,NQ-TOP-002-XL-GRY,R02,완료,2026-02-01,교환
RET-000224584,ORD-000987366,NQ-CLR-MUT-006-M-IVR,R03,완료,2026-06-23,교환
RET-000010259,ORD-000047312,NQ-CLR-COOL-002-M-ASH,R01,완료,2024-07-31,교환
RET-000173122,ORD-000757840,NQ-PNT-003-2XL-BLK,R01,완료,2026-03-18,환불
RET-000239752,ORD-001055134,NQ-PNT-001-2XL-BLK,R01,완료,2026-07-03,교환
RET-000059482,ORD-000262826,NQ-PNT-001-S-BEG,R01,완료,2025-06-14,환불
RET-000163775,ORD-000715129,NQ-OUT-001-L-GRY,R03,완료,2026-03-22,환불
RET-000183478,ORD-000804529,NQ-TOP-001-L-GRY,R03,완료,2026-03-29,교환
RET-000200366,ORD-000877780,NQ-DRS-001-L-IVR,R04,완료,2026-04-24,환불
RET-000091437,ORD-000403119,NQ-TOP-001-M-GRY,R02,완료,2025-09-24,환불
RET-000244045,ORD-001075474,NQ-TOP-001-L-SKB,R01,완료,2026-07-26,환불
RET-000032194,ORD-000145945,NQ-TOP-001-M-WHT,R01,완료,2025-02-04,교환
RET-000024855,ORD-000114111,NQ-TOP-001-M-WHT,R01,완료,2024-12-19,환불
RET-000009359,ORD-000043304,NQ-PNT-003-XL-GRY,R01,완료,2024-07-29,환불
RET-000057732,ORD-000255234,NQ-CLR-MUT-003-S-CRM,R04,완료,2025-05-29,교환
RET-000251839,ORD-001110456,NQ-CLR-WRM-001-L-CRM,R04,완료,2026-08-03,환불
RET-000117935,ORD-000518226,NQ-OUT-001-S-BEG,R02,완료,2025-12-10,환불
RET-000081882,ORD-000362765,NQ-TOP-001-M-NVY,R04,완료,2025-08-15,환불
RET-000101026,ORD-000445485,NQ-TOP-005-M-GRY,R01,완료,2025-10-31,교환
RET-000256842,ORD-001132907,NQ-PNT-001-M-BLK,R03,완료,2026-08-06,교환
RET-000135117,ORD-000590299,NQ-PNT-001-XL-BLK,R01,완료,2026-01-07,환불
RET-000267605,ORD-001196407,NQ-TOP-001-M-GRY,R01,완료,2026-08-13,환불
RET-000270101,ORD-001226081,NQ-TOP-001-3XL-BLK,R02,완료,2026-08-17,환불
RET-000119971,ORD-000527348,NQ-TOP-001-3XL-WHT,R05,완료,2025-12-17,교환
RET-000189073,ORD-000828900,NQ-PNT-002-XL-BEG,R02,완료,2026-04-20,교환
RET-000224245,ORD-000985994,NQ-TOP-001-XL-LYL,R01,완료,2026-06-18,교환
RET-000247625,ORD-001092039,NQ-PNT-001-XS-BEG,R01,완료,2026-08-01,환불
RET-000258246,ORD-001139811,NQ-PNT-001-2XL-GRY,R01,완료,2026-08-04,교환
RET-000028063,ORD-000127477,NQ-PNT-004-XL-BLK,R01,완료,2025-01-06,교환
RET-000131210,ORD-000574011,NQ-PNT-001-XL-KHK,R01,완료,2025-12-30,교환
RET-000069356,ORD-000306075,NQ-OUT-001-M-BLK,R02,완료,2025-07-16,교환
RET-000160367,ORD-000698860,NQ-PNT-001-2XL-BLK,R01,완료,2026-02-26,환불
RET-000001996,ORD-000009186,NQ-PNT-001-L-KHK,R03,완료,2024-03-18,교환
RET-000083513,ORD-000369224,NQ-TOP-001-L-BLK,R03,완료,2025-08-29,환불
RET-000050452,ORD-000223501,NQ-TOP-005-2XL-GRY,R01,완료,2025-04-21,교환
RET-000019635,ORD-000090035,NQ-PNT-001-3XL-GRY,R01,완료,2024-11-15,교환
RET-000022665,ORD-000103778,NQ-PNT-002-M-GRY,R02,완료,2024-11-29,환불
RET-000116351,ORD-000511574,NQ-TOP-001-S-GRY,R04,완료,2025-12-16,환불
RET-000114068,ORD-000501871,NQ-TOP-001-M-ORC,R03,완료,2025-11-24,환불
RET-000019382,ORD-000088885,NQ-PNT-001-3XL-BEG,R02,완료,2024-11-19,교환
RET-000080220,ORD-000355635,NQ-PNT-001-L-BLK,R01,완료,2025-08-28,환불
RET-000058029,ORD-000256428,NQ-CLR-COOL-005-L-IVR,R04,완료,2025-05-26,교환
RET-000198890,ORD-000871425,NQ-PNT-002-S-GRY,R03,완료,2026-05-04,교환
RET-000017735,ORD-000081293,NQ-TOP-001-S-LYL,R03,완료,2024-10-27,교환
RET-000204801,ORD-000898444,NQ-CLR-COOL-005-M-IVR,R02,완료,2026-05-19,교환
RET-000135248,ORD-000590770,NQ-TOP-001-3XL-ORC,R02,완료,2026-01-02,교환
RET-000134834,ORD-000589128,NQ-PNT-001-XL-NVY,R05,완료,2026-01-12,교환
RET-000231058,ORD-001015745,NQ-TOP-001-M-WHT,R01,완료,2026-07-03,교환
RET-000109473,ORD-000481463,NQ-OUT-001-M-BLK,R03,완료,2025-11-14,교환
RET-000255640,ORD-001127560,NQ-TOP-001-L-LYL,R02,완료,2026-08-09,교환
RET-000145999,ORD-000641179,NQ-TOP-001-2XL-NVY,R01,완료,2026-01-16,교환
RET-000228231,ORD-001003587,NQ-TOP-001-XL-NVY,R02,완료,2026-06-27,교환
RET-000148752,ORD-000652790,NQ-PNT-001-L-BEG,R01,완료,2026-02-04,교환
RET-000088354,ORD-000388944,NQ-PNT-001-S-KHK,R05,완료,2025-08-28,교환
RET-000241165,ORD-001061849,NQ-TOP-002-XL-BLK,R01,완료,2026-07-08,교환
RET-000010725,ORD-000049513,NQ-TOP-001-XS-GRY,R03,완료,2024-08-10,환불
RET-000257687,ORD-001137068,NQ-PNT-004-XL-BEG,R04,완료,2026-08-17,교환
RET-000058756,ORD-000259733,NQ-PNT-001-M-BEG,R05,완료,2025-05-27,교환
RET-000203754,ORD-000893393,NQ-CLR-WRM-004-M-ASH,R01,완료,2026-05-02,환불
RET-000069562,ORD-000307025,NQ-OUT-001-M-NVY,R03,완료,2025-07-09,교환
RET-000203901,ORD-000894050,NQ-PNT-001-S-GRY,R03,완료,2026-05-14,환불
RET-000059033,ORD-000260806,NQ-TOP-001-4XL-NVY,R03,완료,2025-06-07,교환
RET-000149875,ORD-000657050,NQ-PNT-001-S-NVY,R02,완료,2026-01-26,환불
RET-000009556,ORD-000044163,NQ-PNT-002-XL-GRY,R03,완료,2024-08-01,교환
RET-000237150,ORD-001042723,NQ-PNT-001-XL-KHK,R03,완료,2026-07-13,환불
RET-000094167,ORD-000415923,NQ-OUT-002-L-BLK,R02,완료,2025-09-28,환불
RET-000138950,ORD-000607439,NQ-TOP-003-2XL-WHT,R05,완료,2025-12-29,환불
RET-000130921,ORD-000572776,NQ-PNT-001-XL-NVY,R01,완료,2025-12-23,교환
RET-000221182,ORD-000971834,NQ-PNT-001-XL-GRY,R03,완료,2026-06-04,환불
RET-000021136,ORD-000096833,NQ-TOP-001-L-BLK,R02,완료,2024-12-07,교환
RET-000079610,ORD-000353007,NQ-TOP-001-XS-SKB,R04,완료,2025-08-22,교환
RET-000032841,ORD-000148947,NQ-TOP-003-S-BLK,R03,완료,2025-02-23,환불
RET-000073763,ORD-000326533,NQ-CLR-WRM-001-L-CRM,R01,완료,2025-07-31,환불
RET-000005740,ORD-000026585,NQ-PNT-003-L-BEG,R02,완료,2024-05-29,교환
RET-000081811,ORD-000362435,NQ-TOP-005-S-WHT,R01,완료,2025-08-25,교환
RET-000140731,ORD-000615762,NQ-TOP-001-L-WHT,R04,완료,2026-01-11,환불
RET-000124616,ORD-000547280,NQ-PNT-001-M-NVY,R01,완료,2025-12-17,교환
RET-000239049,ORD-001051723,NQ-TOP-001-2XL-SKB,R01,완료,2026-07-16,교환
RET-000025778,ORD-000117996,NQ-TOP-002-XL-GRY,R04,완료,2025-01-07,교환
RET-000165015,ORD-000720971,NQ-CLR-MUT-003-S-CRM,R03,완료,2026-03-19,환불
RET-000254684,ORD-001123446,NQ-OUT-001-S-GRY,R01,완료,2026-08-12,교환
RET-000171785,ORD-000751788,NQ-TOP-002-L-BLK,R03,완료,2026-03-21,환불
RET-000173193,ORD-000758136,NQ-TOP-002-L-GRY,R04,완료,2026-03-16,교환
RET-000080665,ORD-000357537,NQ-OUT-002-M-GRY,R04,완료,2025-08-23,환불
RET-000183346,ORD-000803878,NQ-PNT-001-L-NVY,R01,완료,2026-04-10,환불
RET-000207043,ORD-000909136,NQ-TOP-005-S-WHT,R02,완료,2026-05-17,교환
RET-000144691,ORD-000635083,NQ-CLR-WRM-001-S-CRM,R03,완료,2026-02-01,교환
RET-000158253,ORD-000690134,NQ-TOP-003-M-GRY,R02,완료,2026-02-26,교환
RET-000173944,ORD-000761425,NQ-TOP-001-M-ORC,R02,완료,2026-03-16,교환
RET-000010527,ORD-000048540,NQ-CLR-WRM-001-S-ASH,R03,완료,2024-08-09,환불
RET-000236826,ORD-001041358,NQ-TOP-001-M-BLK,R01,완료,2026-07-04,환불
RET-000006013,ORD-000027815,NQ-PNT-003-XL-BLK,R03,완료,2024-05-29,교환
RET-000001472,ORD-000006724,NQ-PNT-001-S-BEG,R01,완료,2024-03-15,환불
RET-000167104,ORD-000730662,NQ-TOP-002-M-NVY,R04,완료,2026-03-14,환불
RET-000050759,ORD-000224813,NQ-OUT-001-M-GRY,R01,완료,2025-04-24,교환
RET-000030980,ORD-000140011,NQ-TOP-002-XS-BLK,R01,완료,2025-01-18,환불
RET-000192597,ORD-000844065,NQ-PNT-002-M-BEG,R03,완료,2026-04-16,환불
RET-000066548,ORD-000294472,NQ-OUT-001-M-GRY,R02,완료,2025-07-16,환불
RET-000005427,ORD-000025152,NQ-CLR-WRM-001-L-IVR,R01,완료,2024-05-23,교환
RET-000215626,ORD-000946878,NQ-CLR-COOL-002-S-CRM,R04,완료,2026-05-26,환불
RET-000068565,ORD-000302826,NQ-OUT-001-S-BEG,R03,완료,2025-07-06,교환
RET-000168730,ORD-000738138,TRD-ACC-01-CHM-001-FREE-SLV,R01,완료,2026-03-23,교환
RET-000125570,ORD-000551433,NQ-PNT-001-L-NVY,R05,완료,2025-12-19,교환
RET-000017184,ORD-000078626,NQ-CLR-WRM-001-M-ASH,R03,완료,2024-10-08,환불
RET-000062824,ORD-000277865,NQ-TOP-001-L-ORC,R03,완료,2025-06-18,환불
RET-000147085,ORD-000646193,NQ-OUT-001-S-BLK,R01,완료,2026-02-04,교환
RET-000055697,ORD-000246194,NQ-CLR-WRM-001-M-IVR,R01,완료,2025-05-11,교환
RET-000012121,ORD-000056137,NQ-CLR-COOL-005-L-ASH,R01,완료,2024-08-14,교환
RET-000175481,ORD-000768157,NQ-TOP-002-2XL-NVY,R02,완료,2026-03-29,교환
RET-000096431,ORD-000425697,NQ-PNT-001-4XL-BLK,R01,완료,2025-10-14,환불
RET-000055365,ORD-000244666,NQ-TOP-003-3XL-WHT,R02,완료,2025-05-12,환불
RET-000186998,ORD-000819802,NQ-TOP-003-L-NVY,R01,완료,2026-04-02,교환
RET-000184525,ORD-000809255,NQ-PNT-001-2XL-KHK,R04,완료,2026-04-05,교환
RET-000060420,ORD-000267155,NQ-CLR-MUT-003-M-IVR,R01,완료,2025-06-19,교환
RET-000033767,ORD-000152781,NQ-TOP-001-XL-WHT,R01,완료,2025-02-18,교환
RET-000249454,ORD-001099987,NQ-CLR-COOL-002-S-IVR,R01,완료,2026-08-08,교환
RET-000134368,ORD-000587127,NQ-CLR-COOL-002-M-IVR,R01,완료,2026-01-16,교환
RET-000085345,ORD-000376416,NQ-PNT-001-S-KHK,R04,완료,2025-09-07,환불
RET-000111044,ORD-000488512,NQ-PNT-001-4XL-BLK,R04,완료,2025-11-19,교환
RET-000054056,ORD-000238736,NQ-PNT-001-L-KHK,R02,완료,2025-05-13,교환
RET-000233822,ORD-001027771,NQ-CLR-COOL-002-L-IVR,R01,완료,2026-07-08,교환
RET-000269898,ORD-001222803,NQ-TOP-001-XL-WHT,R01,검수중,2026-08-19,
RET-000235833,ORD-001036706,NQ-CLR-WRM-001-M-ASH,R03,완료,2026-07-10,교환
RET-000263986,ORD-001170515,NQ-PNT-001-XL-BEG,R01,완료,2026-08-17,교환
RET-000021339,ORD-000097708,NQ-CLR-MUT-003-S-ASH,R01,완료,2024-12-05,교환
RET-000028523,ORD-000129229,NQ-PNT-002-3XL-BLK,R03,완료,2025-01-21,교환
RET-000010290,ORD-000047426,NQ-PNT-001-M-GRY,R03,완료,2024-08-03,환불
RET-000248175,ORD-001094377,NQ-PNT-001-XL-KHK,R01,완료,2026-08-06,환불
RET-000210805,ORD-000925901,NQ-CLR-COOL-002-S-IVR,R01,완료,2026-05-29,교환
RET-000264949,ORD-001176860,NQ-PNT-001-2XL-NVY,R01,완료,2026-08-09,교환
RET-000233185,ORD-001025010,NQ-PNT-001-3XL-GRY,R01,완료,2026-07-05,환불
RET-000014635,ORD-000067037,NQ-CLR-MUT-006-L-ASH,R01,완료,2024-09-06,교환
RET-000083203,ORD-000367993,NQ-TOP-001-M-WHT,R04,완료,2025-08-26,교환
RET-000047300,ORD-000209854,NQ-PNT-001-M-GRY,R03,완료,2025-04-20,교환
RET-000148618,ORD-000652193,NQ-PNT-001-M-BLK,R02,완료,2026-01-29,교환
RET-000077601,ORD-000343918,NQ-CLR-COOL-005-L-ASH,R02,완료,2025-08-13,교환
RET-000071172,ORD-000314246,NQ-OUT-001-S-BLK,R01,완료,2025-07-16,교환
RET-000183545,ORD-000804831,NQ-PNT-001-M-BEG,R01,완료,2026-03-24,환불
RET-000156112,ORD-000681794,NQ-PNT-002-2XL-GRY,R04,완료,2026-02-19,교환
RET-000265134,ORD-001178254,NQ-OUT-002-M-BEG,R01,완료,2026-08-14,환불
RET-000134858,ORD-000589240,NQ-TOP-001-S-WHT,R04,완료,2026-01-14,교환
RET-000104922,ORD-000461524,NQ-CLR-WRM-004-S-ASH,R04,완료,2025-11-07,교환
RET-000117856,ORD-000517926,NQ-CLR-WRM-004-M-ASH,R02,완료,2025-11-29,교환
RET-000148501,ORD-000651783,NQ-OUT-001-S-BLK,R03,완료,2026-02-02,환불
RET-000035011,ORD-000158160,NQ-PNT-001-S-GRY,R01,완료,2025-03-11,환불
RET-000058730,ORD-000259638,NQ-TOP-001-L-NVY,R01,완료,2025-06-10,환불
RET-000159026,ORD-000693237,NQ-TOP-001-L-GRY,R02,완료,2026-03-11,환불
RET-000075067,ORD-000332471,NQ-CLR-MUT-003-S-ASH,R04,완료,2025-08-09,교환
RET-000020530,ORD-000094008,NQ-PNT-001-M-BLK,R01,완료,2024-11-12,환불
RET-000146410,ORD-000643207,NQ-TOP-001-S-ORC,R01,완료,2026-02-01,교환
RET-000198851,ORD-000871268,NQ-PNT-001-4XL-KHK,R01,완료,2026-05-04,교환
RET-000057381,ORD-000253763,NQ-TOP-001-4XL-LYL,R02,완료,2025-05-31,교환
RET-000113428,ORD-000499275,NQ-TOP-002-XL-GRY,R03,완료,2025-12-03,환불
RET-000252003,ORD-001111104,NQ-TOP-001-4XL-ORC,R01,완료,2026-07-28,교환
RET-000043996,ORD-000195946,NQ-PNT-001-M-BEG,R01,완료,2025-03-22,교환
RET-000123484,ORD-000542271,NQ-TOP-001-3XL-BLK,R03,완료,2025-12-09,교환
RET-000139657,ORD-000610704,NQ-OUT-002-L-NVY,R02,완료,2026-01-24,환불
RET-000131896,ORD-000576913,NQ-OUT-001-L-BEG,R01,완료,2025-12-26,교환
RET-000089204,ORD-000392746,NQ-CLR-COOL-002-S-ASH,R02,완료,2025-09-06,환불
RET-000002820,ORD-000012968,NQ-TOP-001-L-NVY,R04,완료,2024-03-31,환불
RET-000181843,ORD-000796936,NQ-PNT-001-3XL-KHK,R03,완료,2026-04-03,교환
RET-000124917,ORD-000548857,NQ-TOP-001-2XL-SKB,R01,완료,2025-12-09,환불
RET-000258844,ORD-001142613,NQ-PNT-002-XL-BEG,R03,완료,2026-08-12,교환
RET-000158075,ORD-000689414,NQ-TOP-002-M-WHT,R01,완료,2026-03-09,교환
RET-000179376,ORD-000785717,NQ-TOP-002-2XL-NVY,R01,완료,2026-03-27,환불
RET-000063568,ORD-000281285,NQ-TOP-001-S-GRY,R03,완료,2025-06-20,환불
RET-000023046,ORD-000105522,NQ-CLR-MUT-003-M-IVR,R03,완료,2024-12-09,환불
RET-000055993,ORD-000247650,NQ-OUT-001-L-GRY,R05,완료,2025-05-20,환불
RET-000261869,ORD-001157927,NQ-PNT-001-S-BEG,R01,검수중,2026-08-18,
RET-000054309,ORD-000239798,NQ-PNT-004-M-BLK,R02,완료,2025-05-22,교환
RET-000129669,ORD-000567771,NQ-PNT-003-S-GRY,R05,완료,2026-01-01,교환
RET-000163470,ORD-000713601,NQ-CLR-MUT-003-S-CRM,R04,완료,2026-03-20,교환
RET-000002696,ORD-000012459,NQ-PNT-001-M-KHK,R01,완료,2024-04-06,환불
RET-000084483,ORD-000373038,NQ-TOP-001-4XL-SKB,R01,완료,2025-08-17,교환
RET-000017859,ORD-000081863,NQ-PNT-001-XL-BEG,R04,완료,2024-10-30,교환
RET-000211154,ORD-000927568,NQ-PNT-001-L-NVY,R03,완료,2026-05-27,환불
RET-000016633,ORD-000076137,NQ-CLR-COOL-005-L-CRM,R01,완료,2024-10-17,교환
RET-000134839,ORD-000589168,NQ-TOP-005-L-GRY,R01,완료,2026-01-09,교환
RET-000151425,ORD-000663001,NQ-PNT-002-2XL-GRY,R01,완료,2026-02-02,환불
RET-000175139,ORD-000766601,NQ-PNT-001-S-NVY,R01,완료,2026-03-17,환불
RET-000229392,ORD-001008621,NQ-TOP-001-XL-NVY,R01,완료,2026-07-04,환불
RET-000033788,ORD-000152891,NQ-PNT-001-L-BLK,R01,완료,2025-02-16,환불
RET-000032795,ORD-000148715,NQ-CLR-MUT-003-S-CRM,R04,완료,2025-02-10,교환
RET-000100347,ORD-000442607,NQ-PNT-001-S-NVY,R01,완료,2025-10-11,환불
RET-000048029,ORD-000213047,NQ-OUT-003-M-GRY,R01,완료,2025-04-19,교환
RET-000065762,ORD-000291078,NQ-PNT-001-S-NVY,R01,완료,2025-07-12,교환
RET-000143228,ORD-000627917,NQ-PNT-003-S-GRY,R03,완료,2026-01-31,환불
